idno;cntry;nwspol;netusoft;netustm;ppltrst;pplfair;pplhlp;polintr;psppsgva;actrolga;psppipla;cptppola;trstprl;trstlgl;trstplc;trstplt;trstprt;trstep;trstun;vote;contplt;wrkprty;wrkorg;badge;sgnptit;pbldmn;bctprd;pstplonl;clsprty;prtdgcl;lrscale;stflife;stfeco;stfgov;stfdem;stfedu;stfhlth;gincdif;mnrgtjb;freehms;hmsfmlsh;hmsacld;euftf;imsmetn;imdfetn;impcntr;imbgeco;imueclt;imwbcnt;happy;sclmeet;inprdsc;sclact;crmvct;aesfdrk;health;hlthhmp;atchctr;atcherp;hinctnta;hincfel;Random;
2542;CH;30;2;6666;7;5;7;3;4;3;3;8;7;7;8;6;6;4;4;1;2;2;2;2;2;2;2;2;2;6;5;9;6;6;8;7;8;4;4;1;5;1;88;1;1;1;5;7;5;7;2;2;1;2;1;2;3;7;5;5;2;0,735194982;
2043;NO;270;1;6666;6;10;10;2;1;1;1;1;7;7;10;7;1;1;10;2;2;2;2;2;2;2;2;2;2;6;88;7;10;0;10;88;10;3;5;1;5;4;1;2;2;2;5;10;5;5;6;3;1;1;3;3;2;10;10;1;1;0,386930372;
1213;FR;60;5;30;2;2;4;3;1;2;1;1;4;3;6;1;2;5;3;1;2;2;2;2;1;2;1;2;2;6;7;7;2;1;3;5;6;1;5;1;5;2;0;4;4;4;2;2;3;8;7;2;4;2;2;2;2;8;6;6;2;0,017565519;
292;IT;60;5;90;4;5;4;2;2;2;2;3;3;3;9;2;2;4;4;1;2;2;2;2;2;2;2;2;2;6;8;10;4;3;5;4;5;1;4;3;5;4;6;3;3;3;0;0;2;9;7;3;3;2;1;1;3;10;7;4;2;0,287483611;
10003505;DE;10;5;40;7;6;6;2;2;2;2;3;4;7;8;4;4;2;2;1;2;2;2;2;1;2;1;1;1;3;3;7;7;5;4;5;5;2;5;1;5;2;6;1;2;2;6;6;6;7;5;4;3;2;2;1;3;8;8;10;1;0,762363768;
6070;IS;120;5;300;7;6;4;1;4;5;4;5;7;9;10;7;7;6;4;1;1;1;2;1;2;2;1;1;1;1;8;7;8;7;9;8;7;3;5;1;5;1;2;1;1;2;6;5;5;8;6;2;3;2;1;1;3;8;4;5;2;0,696248299;
2649;NO;60;4;60;7;7;2;3;3;2;4;2;10;10;10;10;9;88;10;2;2;2;2;2;2;2;2;2;2;6;5;10;10;8;10;10;7;1;5;1;5;1;6;1;1;1;5;10;8;10;7;4;4;2;1;2;3;10;3;6;1;0,783781113;
1334;AT;10;4;45;3;5;3;3;2;1;3;2;7;8;9;5;6;4;4;3;2;2;2;2;2;2;2;1;1;2;5;9;7;5;6;4;7;2;5;2;4;2;7;3;3;3;5;3;3;9;6;5;3;2;2;1;3;7;5;7;1;0,919649115;
632;SE;60;5;20;8;9;6;3;2;1;2;1;9;8;8;6;6;7;8;1;2;2;2;2;2;2;2;2;2;6;6;10;9;8;7;3;8;2;5;1;5;1;7;2;2;2;6;7;5;10;6;3;4;2;2;1;3;10;6;5;1;0,781735987;
2767;RU;30;1;6666;4;7;3;3;1;1;1;1;4;4;5;5;4;3;3;1;2;2;2;2;2;2;2;2;1;2;7;5;4;7;6;88;4;1;3;4;1;5;3;3;3;3;2;2;5;4;6;4;3;2;2;3;2;7;0;1;3;0,066507264;
113349;PT;10;5;60;7;7;5;2;3;2;3;3;7;7;8;5;5;7;8;1;2;2;2;2;1;2;2;2;2;6;3;7;5;5;7;7;7;3;5;1;5;1;7;2;2;2;7;6;5;7;7;3;3;1;1;1;3;8;6;9;1;0,333849811;
5216;IS;120;5;150;3;4;8;3;2;3;3;3;0;0;7;0;0;0;0;1;2;2;1;1;2;2;2;2;1;2;8;9;5;7;6;4;9;1;5;1;2;8;5;2;3;3;4;4;5;10;7;3;3;2;1;2;3;8;8;4;1;0,032085029;
100003642;GB;180;1;6666;3;4;4;3;2;2;2;2;2;3;5;0;2;3;8;1;1;2;2;2;2;2;2;2;2;6;4;5;3;4;5;5;7;1;3;4;3;5;1;3;3;3;2;5;6;8;4;2;2;2;2;3;2;7;3;3;2;0,508454889;
574;ES;120;4;360;4;0;2;3;2;1;2;1;0;5;7;0;2;3;3;2;2;2;2;2;2;2;2;2;2;6;5;7;0;2;4;3;3;2;5;3;3;3;88;3;3;3;4;4;5;10;6;3;2;2;3;1;3;9;2;77;3;0,986471612;
2040;SE;10;5;30;7;4;6;2;2;2;3;2;7;8;8;4;4;3;3;1;2;2;1;2;1;2;2;1;1;3;10;6;8;5;7;6;6;2;3;1;5;2;5;3;3;3;2;2;2;5;5;6;3;2;1;2;2;9;7;7;1;0,540697964;
1317;SE;60;5;120;6;6;6;3;2;2;2;2;8;8;8;5;5;6;7;1;2;2;1;2;1;2;2;2;2;6;6;8;6;4;8;8;8;5;5;1;5;1;6;2;2;2;7;9;7;9;7;2;3;2;2;1;3;7;7;10;1;0,415163672;
2473;ES;0;5;600;5;4;6;4;3;2;3;2;0;0;3;0;0;0;0;2;1;2;1;1;2;2;2;2;1;4;7;7;0;0;5;7;6;1;4;1;5;2;5;3;4;4;6;4;5;8;5;0;4;2;3;2;3;9;8;1;3;0,702773769;
162691;PT;0;5;60;0;0;0;2;1;3;2;3;4;0;5;0;0;4;0;2;2;2;2;2;1;2;2;2;1;3;7;0;5;4;0;0;6;2;5;1;5;1;2;3;3;3;5;6;4;4;7;1;1;2;2;4;2;10;0;2;3;0,950596488;
235;IT;30;5;120;5;7;5;2;2;3;2;3;6;8;7;3;4;6;7;1;2;2;2;2;1;1;1;1;2;6;1;6;3;4;5;6;6;1;4;2;5;3;5;1;1;1;6;6;7;7;5;2;2;1;3;2;3;8;6;77;2;0,664214134;
3104;IT;210;3;6666;6;5;6;4;1;1;1;1;2;2;6;1;1;5;5;2;2;2;2;2;2;2;2;2;2;6;4;3;4;2;4;2;4;2;2;3;3;3;7;3;3;3;4;3;3;4;2;0;1;2;2;2;3;9;6;3;4;3,66079E-05;
100004882;GB;60;2;6666;6;7;6;3;3;1;2;2;2;4;5;4;4;4;4;1;2;2;2;2;2;2;2;2;1;2;4;6;3;4;4;88;5;2;3;2;3;4;5;3;3;3;4;88;88;5;5;2;2;2;4;2;3;5;4;2;2;0,864939892;
10005478;DE;45;5;30;7;7;5;1;3;3;2;5;3;5;3;4;2;0;3;1;2;2;2;2;2;2;2;2;1;2;5;8;7;2;6;5;7;1;4;2;4;4;4;1;2;4;7;5;3;8;6;4;3;2;3;2;3;7;4;10;1;0,201335035;
1249;SE;0;5;180;3;6;7;4;1;1;2;1;1;5;7;0;1;0;6;1;2;2;2;2;2;2;1;2;1;2;5;5;5;3;4;5;1;1;5;1;5;1;6;3;3;4;1;1;1;6;7;3;4;1;1;3;1;10;5;7;1;0,219270564;
3619;FR;120;5;8888;3;4;4;1;3;1;1;1;3;3;3;2;3;2;2;1;2;2;1;2;2;2;2;2;2;6;4;4;3;4;3;3;5;1;5;1;5;5;5;2;2;2;5;6;5;5;4;1;3;2;1;2;3;5;5;9;2;0,844822941;
1444;FR;60;5;120;7;7;5;2;3;3;3;4;8;9;7;5;5;4;8;1;2;2;2;2;2;2;2;2;1;2;3;8;4;4;3;2;5;1;5;1;5;2;1;2;2;2;7;7;7;9;5;3;3;2;2;2;3;9;7;1;2;0,344367493;
10007722;DE;90;5;90;4;4;4;1;4;2;3;3;7;4;7;7;6;5;5;1;2;2;2;2;1;2;2;2;1;2;5;9;10;6;10;5;8;1;4;1;5;1;9;1;2;2;7;5;5;10;4;4;2;2;2;2;2;10;9;6;1;0,63188053;
100003353;GB;60;1;6666;8;4;3;3;1;2;1;1;5;9;9;5;5;5;5;2;2;2;2;2;2;2;2;2;2;6;5;7;6;6;5;88;6;3;3;3;3;4;5;2;2;2;5;3;3;7;6;3;3;2;3;3;2;8;1;88;2;0,303862392;
12639;FI;60;5;420;7;7;6;3;3;3;3;2;7;8;9;6;4;6;6;1;2;2;2;2;2;2;2;2;2;6;6;8;7;6;7;8;8;2;5;1;5;1;8;2;2;2;5;7;5;8;4;1;2;1;2;2;3;4;4;4;3;0,741659854;
1391;PL;120;5;240;6;4;4;2;1;1;2;3;4;3;6;5;4;7;10;1;2;2;2;2;2;2;2;1;2;6;4;8;4;3;3;8;8;1;5;2;5;5;6;2;2;2;10;10;8;10;6;3;3;1;1;1;3;10;8;8;2;0,844119603;
3660;RU;30;3;6666;10;10;10;3;2;2;2;3;5;5;5;5;5;5;5;1;2;2;2;2;2;2;2;2;1;2;0;5;5;5;5;88;88;2;2;5;5;5;5;3;3;4;3;3;3;5;4;3;3;2;2;2;3;10;0;77;3;0,830227577;
160942;PT;60;5;120;8;9;5;2;3;2;3;2;3;6;8;1;1;3;5;1;2;2;2;2;1;2;2;1;1;3;5;7;4;2;2;3;7;2;5;1;5;1;6;1;1;1;8;8;8;7;7;3;3;1;2;1;3;10;10;9;1;0,240022625;
248;IE;15;5;360;1;4;3;4;2;1;2;1;5;7;5;4;88;88;88;3;2;2;2;2;2;2;2;2;2;6;0;0;3;4;5;6;4;1;5;1;5;1;0;2;2;3;4;0;5;4;7;3;3;1;3;3;2;6;4;88;2;0,326269332;
1807;CH;30;1;6666;8;5;5;4;4;2;4;2;8;7;8;7;5;4;5;2;2;2;2;2;2;2;2;2;2;6;5;10;6;8;8;10;7;2;4;4;4;4;3;4;4;4;2;2;0;10;6;5;2;2;2;1;3;7;5;4;3;0,613343291;
2608;ES;60;5;480;6;5;2;3;3;2;1;1;0;6;9;0;0;88;88;1;1;2;2;2;2;2;2;1;1;3;0;3;0;0;7;6;2;2;4;1;5;1;88;2;2;2;2;5;6;10;7;3;2;2;3;2;3;10;88;88;2;0,705602645;
10004104;DE;60;1;6666;6;8;6;2;2;1;1;2;7;5;8;4;4;3;7;1;2;2;2;2;2;2;2;2;1;3;3;10;0;3;4;8;6;1;3;1;5;1;6;2;2;2;5;8;5;9;4;1;3;2;2;3;2;8;4;7;1;0,196306908;
2200;AT;60;5;180;5;6;6;2;3;3;3;3;6;7;5;4;3;6;7;1;2;2;2;2;2;2;2;2;1;3;5;7;5;3;4;6;7;2;5;2;5;2;6;2;3;3;5;6;6;7;5;3;3;2;2;2;3;8;6;4;1;0,293510603;
4629;IT;641;2;6666;8;8;8;4;1;1;1;2;2;7;7;4;4;4;4;2;2;2;2;2;2;2;2;2;2;6;88;8;5;5;6;8;7;2;3;2;3;5;7;1;2;1;7;9;8;7;2;0;1;2;1;3;2;7;8;3;3;0,108081709;
1691;SE;60;5;120;5;8;7;3;3;3;3;3;10;10;6;7;7;9;9;1;2;2;2;2;2;2;2;1;2;6;7;8;7;6;7;4;3;3;5;1;5;1;9;1;1;1;7;8;7;8;5;3;3;2;1;2;2;8;6;10;1;0,890468525;
2901;CZ;130;4;90;8;7;6;3;2;2;2;2;8;9;9;8;8;7;6;2;2;2;2;2;2;2;2;2;2;6;4;8;7;7;7;8;7;1;1;2;4;3;8;2;2;2;8;7;6;8;4;1;2;2;2;3;2;9;9;7;2;0,330811487;
5202;PL;60;1;6666;1;2;2;3;1;1;1;1;0;2;3;0;0;1;1;1;2;2;2;2;2;2;2;2;2;6;2;6;1;1;1;2;1;1;2;5;1;5;7;3;3;3;3;3;3;5;3;0;3;1;2;3;2;10;5;6;3;0,213358472;
2875;AT;60;2;6666;6;7;7;2;2;8;2;8;5;7;8;4;3;2;88;1;2;2;2;2;2;2;2;2;2;6;5;7;4;3;6;7;5;2;4;3;7;8;4;2;2;2;88;4;4;7;5;4;3;2;3;3;2;6;7;88;2;0,594922572;
587;BE;120;5;120;6;6;6;4;2;1;1;1;6;8;9;5;5;5;5;1;2;2;2;2;2;2;2;2;1;3;4;9;5;5;5;5;5;2;2;2;5;4;7;2;2;2;4;4;3;8;6;1;3;2;3;2;3;10;9;3;2;0,896920901;
1661;NO;45;5;180;7;8;6;3;3;4;4;3;8;9;9;7;6;7;8;1;2;2;1;1;1;1;1;1;1;2;3;8;7;4;7;7;5;2;5;1;5;2;5;2;2;2;7;7;7;9;6;3;3;2;3;2;3;9;9;9;2;0,956040407;
5797;PL;20;1;6666;2;1;2;4;1;1;1;1;2;4;8;2;2;3;7;1;2;2;2;2;2;2;2;2;2;6;9;7;6;6;5;5;6;2;5;4;2;5;4;3;3;3;5;6;5;6;2;2;2;2;2;3;3;8;7;6;2;0,516320863;
551600991;EE;60;5;240;6;5;7;3;2;3;2;2;5;8;8;3;3;7;8;1;2;2;2;2;1;2;2;2;1;2;8;7;5;5;5;7;6;2;2;2;5;3;8;2;3;3;0;6;5;8;7;2;3;1;2;1;3;7;7;5;1;0,260437768;
1896;FR;60;5;300;4;7;5;1;3;4;3;4;9;7;7;3;3;3;5;1;2;2;2;2;8;2;2;2;1;2;6;9;0;0;7;4;8;4;5;1;5;3;4;2;2;2;5;6;5;8;6;6;3;1;2;1;3;5;4;10;1;0,946786639;
1620;IL;50;1;6666;8;7;8;4;1;1;1;8;3;2;2;2;2;3;3;1;2;2;2;2;2;2;2;2;1;2;88;9;5;5;4;8;8;7;1;7;7;7;7;1;4;4;6;5;5;5;3;0;1;2;1;1;3;10;2;2;2;0,276510863;
1067;IS;30;5;60;7;8;7;2;2;4;3;4;7;8;9;6;7;7;9;1;2;2;1;1;1;1;1;1;2;6;5;9;7;6;7;5;5;1;5;1;5;1;5;1;1;1;8;8;8;9;5;4;3;2;1;4;1;7;5;7;2;0,382343216;
11086;FI;90;5;30;8;8;6;2;2;2;4;2;9;10;10;7;7;6;9;1;2;2;2;2;2;2;2;2;1;1;8;10;8;8;9;9;9;2;4;3;4;4;5;2;3;4;7;8;7;10;4;4;2;2;1;3;2;10;8;9;1;0,463611176;
10006707;DE;30;5;30;7;8;3;3;3;2;3;2;7;7;9;7;7;7;5;1;2;2;2;2;2;2;2;2;2;6;3;8;7;6;8;6;8;2;5;2;4;2;5;2;2;2;3;3;6;8;5;3;3;2;3;2;3;6;8;5;1;0,688744927;
150;IE;15;1;6666;3;5;3;3;1;2;2;3;5;3;5;1;2;88;88;1;2;2;2;2;2;2;2;2;2;6;7;10;8;6;3;8;7;2;2;2;2;4;2;4;4;4;0;0;1;10;3;2;2;2;1;2;3;10;5;1;1;0,813866983;
551602185;EE;60;5;120;6;7;5;2;2;3;2;3;4;6;8;2;2;3;5;1;1;2;2;2;2;2;2;2;2;6;5;8;4;2;5;3;4;2;5;1;4;3;8;2;2;2;5;6;5;8;6;2;5;2;2;2;3;10;6;3;2;0,689324838;
2967;ES;0;1;6666;8;5;6;4;8;1;8;1;88;0;9;0;0;88;88;1;2;2;2;2;2;2;2;2;1;3;4;6;5;4;8;88;10;2;5;2;2;4;88;4;4;4;2;2;1;6;7;2;2;2;2;4;1;10;10;1;2;0,523976742;
3130;CH;120;5;180;7;7;6;1;1;3;2;4;77;8;8;88;88;7;8;3;2;2;2;2;2;2;2;2;2;6;5;8;8;8;8;7;7;4;5;1;5;4;7;1;1;1;8;4;8;8;6;5;4;2;2;1;3;7;7;3;1;0,953954631;
21430534;NL;120;5;120;7;7;4;1;4;2;2;2;8;8;7;6;6;7;8;2;1;2;1;2;2;2;2;2;1;2;4;9;7;7;8;8;7;3;5;2;4;2;10;1;2;3;8;8;6;9;6;3;5;2;2;2;2;8;8;10;1;0,995075885;
2763;FR;15;5;15;4;7;0;1;1;3;4;3;0;0;10;3;2;0;0;1;1;1;2;1;1;1;1;1;1;1;7;5;3;0;0;3;7;5;5;2;5;5;5;2;4;4;0;0;0;8;6;3;3;2;1;2;1;10;0;7;2;0,823333927;
10001598;DE;150;2;6666;1;4;4;2;3;1;2;1;3;6;6;0;1;1;4;1;2;2;2;2;2;2;2;2;2;6;5;6;4;88;4;3;4;1;5;1;5;1;9;1;2;4;6;7;5;6;5;1;1;2;2;2;2;9;8;1;2;0,62930564;
1786;LT;60;5;30;7;4;6;3;2;2;2;2;6;6;7;6;6;7;7;2;2;2;2;2;2;2;2;2;2;6;7;7;6;6;4;7;7;2;4;5;2;5;7;2;2;2;4;4;5;5;3;2;3;2;2;2;3;7;6;10;1;0,606822737;
19;IL;60;5;60;7;7;8;3;3;2;3;2;5;5;5;5;5;2;0;1;1;1;2;1;2;2;2;2;1;2;8;10;6;5;6;5;6;2;5;3;4;5;0;1;3;3;7;5;5;8;4;4;3;2;2;2;3;10;0;6;2;0,212414485;
979;AT;10;5;300;5;4;6;4;2;1;2;1;7;7;5;5;5;5;5;2;2;2;2;2;2;2;2;2;2;6;3;5;8;10;8;8;8;1;2;5;2;5;0;1;1;1;8;7;3;5;3;4;3;2;4;2;3;3;3;2;2;0,171183126;
3054;FR;40;4;60;4;3;6;3;4;2;4;3;5;9;10;4;4;7;8;3;2;2;2;2;2;2;1;2;2;6;2;5;7;9;5;6;10;2;2;1;5;2;8;3;3;2;9;8;5;7;3;3;3;2;3;3;3;9;9;8;2;0,602879282;
319;CZ;30;5;240;2;6;7;2;3;3;3;3;4;4;2;2;2;4;5;1;2;2;2;2;2;2;2;2;1;2;5;6;5;5;7;6;8;4;4;2;2;2;5;4;4;4;1;5;9;9;4;2;3;2;2;1;3;9;8;10;1;0,532507552;
2183;BE;30;5;240;4;5;5;2;2;2;1;2;0;0;4;0;0;0;4;1;2;2;1;2;1;8;2;2;1;1;1;8;1;1;3;8;9;1;4;2;4;3;5;2;2;2;5;7;5;8;4;3;3;2;3;2;3;6;7;4;2;0,382017775;
3293;RU;40;1;6666;10;6;3;1;1;2;5;5;10;2;2;10;10;0;0;1;2;2;2;2;2;2;2;2;1;1;10;1;6;10;10;1;0;1;1;5;1;5;10;4;4;4;0;5;0;2;6;2;1;1;4;3;3;10;0;2;2;0,198024533;
27;LT;8888;1;6666;5;5;88;4;1;8;1;8;2;88;88;2;1;88;88;2;2;2;2;2;2;2;2;2;8;6;88;2;88;2;88;88;1;1;5;5;1;5;88;4;8;8;2;5;1;5;77;88;3;2;2;3;2;88;88;1;4;0,832539072;
551603082;EE;15;3;6666;1;6;8;2;1;1;1;3;5;0;5;5;0;88;88;2;2;2;2;2;2;2;2;2;2;6;88;7;6;5;5;7;6;2;4;2;3;5;3;3;3;4;6;6;4;5;2;2;1;2;2;3;1;10;0;7;2;0,946827583;
3827;FR;990;5;230;5;8;5;2;2;3;2;3;2;2;4;0;0;0;0;1;2;2;2;1;1;1;1;2;2;6;9;8;3;1;3;3;6;2;4;2;2;5;0;8;8;8;3;4;3;7;6;0;3;1;2;2;3;10;0;88;2;0,288270694;
110729;PT;60;5;30;5;7;7;2;2;1;1;1;0;6;7;0;0;5;3;2;2;2;2;2;2;2;2;2;2;6;2;6;0;1;1;0;5;1;5;2;4;2;8;2;2;4;3;7;5;5;7;1;3;2;2;2;3;10;5;1;2;0,021502469;
161133;PT;30;5;60;5;9;6;2;2;2;1;2;2;2;5;1;1;2;4;1;1;2;2;2;2;2;2;2;1;6;5;6;3;2;3;2;3;2;4;1;4;2;5;3;3;3;5;5;5;88;5;4;3;2;2;3;3;8;5;88;3;0,14707412;
2860;CZ;20;2;6666;10;10;0;3;2;2;2;1;2;8;6;0;3;3;10;3;1;2;2;2;2;2;2;2;1;1;0;9;4;4;3;7;10;2;2;4;1;5;10;2;2;2;10;10;10;4;4;0;3;2;2;3;2;5;5;2;2;0,675084178;
108;SI;60;5;120;4;2;7;3;2;1;2;1;3;6;8;4;4;4;6;1;2;2;2;2;2;2;2;2;1;3;5;8;6;6;5;7;8;2;4;3;3;2;7;2;3;1;6;4;5;8;4;3;3;2;2;1;3;6;6;4;1;0,124021788;
347;IT;30;5;60;6;6;7;3;2;3;2;3;1;5;7;0;0;4;6;1;2;2;2;2;1;2;1;1;2;6;4;8;2;1;2;4;7;2;5;2;5;2;8;2;2;2;6;6;5;8;5;4;3;1;2;2;3;8;6;6;1;0,016352966;
2095;BE;120;5;90;5;6;5;2;3;2;2;2;6;7;8;4;5;4;6;1;2;2;2;2;2;2;2;2;1;3;6;8;7;6;7;7;5;2;4;2;4;2;6;1;2;2;5;7;5;9;6;5;4;2;2;2;3;7;6;7;2;0,894485287;
2651;RU;180;1;6666;3;4;6;2;1;1;1;1;4;6;4;5;3;3;5;2;2;2;2;2;2;2;2;2;2;6;88;9;5;7;7;3;8;3;4;5;2;4;9;3;4;4;8;5;8;3;7;1;3;2;2;4;1;5;1;1;2;0,423774029;
453;AT;30;3;6666;5;8;9;1;4;3;2;3;7;7;8;7;7;5;9;1;2;2;2;2;2;2;1;2;1;2;3;9;5;5;6;5;7;2;5;1;5;1;9;1;1;1;5;7;5;8;6;4;2;2;3;3;3;7;6;1;3;0,200306788;
2756;IL;60;5;420;5;1;5;1;2;4;1;4;2;8;4;3;3;77;6;2;1;1;1;1;1;1;1;1;1;1;1;7;1;1;2;3;6;1;5;1;5;1;88;1;1;1;7;8;9;8;5;2;3;2;2;1;3;9;8;88;1;0,370858225;
1675;CZ;45;4;240;4;6;7;3;3;3;3;3;3;7;9;1;2;4;8;1;2;2;2;2;2;2;2;2;1;2;2;4;5;2;1;2;4;2;3;2;3;2;4;4;3;2;4;2;4;2;6;2;3;1;3;3;2;5;4;1;3;0,16604861;
287;SE;60;5;60;5;8;3;2;3;5;3;3;7;8;6;5;5;5;7;1;2;2;2;2;2;2;1;2;1;3;3;5;6;6;8;6;8;2;5;1;5;2;6;1;1;1;10;10;10;5;6;4;2;2;2;3;2;8;5;2;2;0,968805791;
437;SE;120;1;6666;7;7;1;3;2;1;2;1;6;4;8;3;3;4;7;1;2;2;1;2;1;2;2;2;8;6;5;8;3;4;5;2;6;2;4;2;4;2;4;3;3;3;1;7;3;6;4;6;3;1;3;3;1;10;5;2;3;0,393839529;
6;LT;190;2;6666;7;6;7;2;1;2;2;2;8;7;6;7;7;8;7;2;2;2;2;1;2;2;1;1;1;2;8;4;4;6;7;5;7;1;4;2;3;5;9;1;2;2;4;7;8;3;5;3;3;2;3;2;2;6;2;7;2;0,055611157;
6137;HU;60;5;120;4;3;4;3;1;1;2;2;4;4;7;0;0;0;0;2;2;2;2;2;2;2;2;2;2;6;6;7;4;4;3;3;0;2;4;5;2;5;2;3;4;4;1;3;3;7;2;1;3;2;3;1;3;7;10;6;1;0,857116163;
62;LT;30;1;6666;7;10;10;4;1;1;1;1;2;3;5;3;3;1;0;2;2;2;2;2;2;2;2;2;2;6;88;6;5;2;2;3;5;2;4;5;5;5;3;3;3;3;3;4;5;8;2;1;2;2;2;5;1;10;6;1;2;0,749769477;
2863;FR;120;1;6666;4;5;6;4;2;1;1;1;0;2;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;6;88;5;2;1;1;5;8;5;5;1;4;5;2;4;4;4;3;2;3;6;4;0;3;2;2;2;3;6;5;88;1;0,650148907;
1696;ES;360;5;120;0;5;7;1;1;3;1;3;0;2;10;0;6;9;8;3;2;2;2;2;2;2;2;2;1;2;5;0;0;77;10;9;88;1;5;3;4;4;10;7;7;7;8;10;5;8;7;2;1;2;2;1;3;10;7;4;3;0,531089742;
435;SI;120;5;180;6;7;7;3;2;3;3;3;5;7;7;3;3;6;6;1;2;2;2;2;1;2;2;2;2;6;4;7;4;3;5;5;6;2;5;2;5;2;4;2;2;2;6;6;5;7;6;4;5;2;1;1;3;6;6;7;1;0,983630386;
2064;FR;30;5;180;4;7;6;2;2;2;1;2;2;6;9;1;1;4;6;3;2;2;2;2;2;2;2;2;1;3;7;7;4;4;2;3;9;2;5;1;5;2;6;2;2;2;7;5;5;7;4;4;3;1;2;2;3;7;5;3;1;0,723272421;
551601977;EE;240;1;6666;6;9;9;3;2;1;2;1;0;5;7;0;0;5;5;2;2;2;2;2;2;2;2;2;2;6;5;8;3;5;7;8;5;2;4;3;4;3;4;3;4;2;6;3;0;7;4;3;2;2;1;4;1;5;2;3;2;0,520627139;
12286;FI;60;3;6666;8;6;8;2;2;2;3;2;6;3;4;3;3;2;5;1;2;2;2;2;2;2;1;1;2;6;5;9;6;5;3;8;8;1;5;2;3;5;6;3;3;3;5;7;6;10;3;4;2;2;1;3;1;10;4;7;2;0,124891378;
100004198;GB;60;5;180;5;10;8;2;3;2;3;2;6;8;8;6;6;4;8;1;2;2;2;2;1;2;2;1;1;4;5;3;3;5;9;0;0;1;5;1;5;1;0;2;2;2;10;10;8;5;1;2;1;2;2;2;3;10;0;5;2;0,732068299;
1839;LT;90;3;6666;3;3;3;3;2;2;2;1;2;5;5;0;0;3;88;1;2;2;2;2;2;2;2;2;1;6;7;2;1;0;2;5;0;1;5;2;2;4;88;2;2;2;88;88;88;6;2;0;1;2;3;3;2;10;88;2;2;0,024677408;
1956;CH;60;5;480;5;5;8;2;4;3;4;4;6;8;9;7;8;8;7;1;2;2;2;2;2;2;1;2;1;2;3;5;6;7;8;4;8;2;5;1;5;2;6;2;2;2;8;9;7;7;6;4;4;1;2;1;3;7;6;5;3;0,971365753;
11411220;NL;15;5;150;7;6;3;3;3;1;2;1;4;7;7;3;3;4;2;2;2;2;1;2;2;2;2;1;1;2;4;8;6;5;7;5;7;4;5;1;5;2;5;2;2;2;6;3;4;8;4;3;2;2;2;2;3;2;0;9;1;0,532164178;
8998;PL;120;1;6666;4;6;5;2;3;2;2;2;6;6;8;5;5;4;6;1;2;2;2;2;2;2;2;2;1;2;9;8;9;9;8;8;5;1;2;5;1;5;8;3;3;3;4;5;4;8;5;4;1;2;1;2;3;10;10;77;2;0,746385658;
276;IE;60;5;210;6;3;7;1;3;4;2;4;2;8;8;8;5;5;7;1;1;2;1;1;1;2;2;2;1;2;10;7;5;5;8;7;4;3;5;1;5;2;5;1;1;1;8;9;8;10;3;3;3;2;1;1;3;10;7;4;2;0,081365978;
50;ES;90;1;6666;3;5;6;2;2;1;2;1;5;5;9;2;2;3;6;1;2;2;2;2;2;2;2;2;2;6;5;7;3;6;3;5;6;2;5;1;5;8;6;3;3;3;6;8;5;9;1;2;1;2;3;4;2;10;8;77;2;0,165170365;
2709;IT;10;1;6666;7;5;5;4;2;8;8;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;6;77;6;6;8;8;6;7;2;2;2;2;2;8;4;7;4;5;8;77;3;2;1;2;2;3;3;3;7;6;3;3;0,961960318;
601;FR;30;5;300;4;3;3;3;1;2;2;2;2;1;6;0;0;2;4;1;1;2;2;2;2;2;2;1;1;2;10;10;0;0;0;0;0;2;5;1;5;1;5;2;2;2;3;3;3;6;2;0;1;2;2;3;3;0;0;77;2;0,8702422;
667;IL;60;5;120;5;4;3;2;2;3;3;3;7;7;7;4;5;6;6;1;1;2;2;2;2;2;2;2;1;1;9;7;7;7;8;6;7;2;4;1;3;1;8;1;3;3;7;6;5;6;5;0;3;2;1;1;3;10;10;2;2;0,762841016;
1819;LT;60;5;30;9;9;8;3;8;1;1;2;2;1;0;0;1;1;0;1;2;2;2;2;2;2;2;2;1;2;10;9;9;8;7;9;7;2;4;2;4;5;3;3;4;4;5;3;0;5;3;1;1;2;4;1;3;7;9;88;2;0,252821512;
343;BE;60;5;60;4;7;6;2;2;3;1;3;3;6;8;2;1;1;3;1;2;2;1;2;2;2;2;2;1;2;7;8;3;6;7;4;8;2;5;1;5;1;5;1;1;1;7;7;6;8;6;1;3;2;1;2;3;5;3;10;1;0,351915071;
61410893;NL;30;5;420;5;6;3;1;2;3;2;3;4;7;7;4;3;5;5;1;1;2;1;2;2;2;2;2;1;2;4;7;4;3;6;7;6;2;4;2;3;3;4;2;2;2;5;4;4;7;4;3;3;2;3;2;3;8;6;5;2;0,007286588;
30943235;NL;60;5;45;10;8;7;2;2;2;2;1;6;6;7;6;5;4;5;1;1;2;2;2;1;2;2;2;1;2;7;9;7;6;8;8;8;2;1;1;5;1;8;3;3;3;3;3;7;9;6;4;3;2;2;3;3;10;3;7;1;0,827913345;
