"","clmt_binary","age","gndr","lr_scale","Age"
"1519",1,"36-50","Female",NA,42
"1520",1,"25-35","Male",NA,34
"1521",1,"18-24","Female",0,23
"1522",0,"25-35","Female",NA,29
"1523",1,"50-65","Female",-2,57
"1524",1,"25-35","Male",0,26
"1525",1,"36-50","Male",3,38
"1526",0,"50-65","Male",NA,55
"1527",0,"25-35","Female",1,30
"1528",1,"50-65","Female",1,58
"1529",0,"> 65","Male",NA,72
"1530",0,"18-24","Female",2,24
"1531",0,"50-65","Female",NA,56
"1532",0,"36-50","Male",NA,37
"1533",1,"36-50","Female",0,40
"1534",1,"50-65","Female",0,58
"1535",0,"25-35","Female",NA,30
"1536",1,"> 65","Female",1,66
"1537",0,"50-65","Male",0,54
"1538",0,"36-50","Male",0,36
"1539",0,"36-50","Female",NA,38
"1540",0,"> 65","Female",1,70
"1541",1,"25-35","Female",NA,33
"1542",1,"36-50","Female",NA,41
"1543",1,"18-24","Male",NA,18
"1544",1,"36-50","Female",NA,38
"1545",1,"> 65","Female",NA,70
"1546",NA,"36-50","Female",NA,50
"1547",1,"36-50","Male",NA,40
"1548",1,"18-24","Male",NA,22
"1549",1,"> 65","Male",-1,80
"1550",1,"> 65","Female",0,80
"1551",1,"50-65","Female",NA,63
"1552",1,"36-50","Female",1,38
"1553",1,"25-35","Female",NA,26
"1554",1,"> 65","Female",NA,80
"1555",1,"36-50","Female",-3,41
"1556",1,"36-50","Male",0,49
"1557",1,"36-50","Male",NA,42
"1558",1,"36-50","Male",NA,38
"1559",1,"18-24","Male",-2,21
"1560",1,"25-35","Male",-2,27
"1561",1,"18-24","Female",NA,16
"1562",1,"50-65","Female",-4,65
"1563",1,"18-24","Female",NA,19
"1564",1,"36-50","Male",NA,40
"1565",1,"36-50","Male",-3,43
"1566",1,"36-50","Male",NA,42
"1567",1,"36-50","Female",NA,41
"1568",1,"36-50","Male",-3,40
"1569",1,"> 65","Male",0,67
"1570",1,"18-24","Female",0,15
"1571",1,"50-65","Female",0,52
"1572",1,"36-50","Female",1,43
"1573",1,"36-50","Male",0,41
"1574",0,"25-35","Male",2,32
"1575",1,"18-24","Male",NA,21
"1576",1,"> 65","Female",-3,75
"1577",1,"50-65","Male",2,55
"1578",1,"36-50","Male",-3,49
"1579",1,"> 65","Male",-5,79
"1580",0,"25-35","Male",0,35
"1581",1,"18-24","Male",-2,23
"1582",1,"36-50","Female",NA,42
"1583",1,"36-50","Male",-3,50
"1584",1,"36-50","Female",-2,48
"1585",1,"50-65","Male",-3,60
"1586",1,"36-50","Male",1,50
"1587",1,"> 65","Male",NA,68
"1588",1,"50-65","Female",NA,65
"1589",1,"18-24","Male",NA,18
"1590",1,"50-65","Female",-2,65
"1591",1,"25-35","Male",NA,33
"1592",1,"36-50","Male",-3,47
"1593",0,"18-24","Female",NA,20
"1594",NA,"18-24","Male",NA,15
"1595",1,"> 65","Female",NA,80
"1596",1,"> 65","Female",0,80
"1597",1,"50-65","Female",NA,60
"1598",1,"18-24","Male",NA,20
"1599",1,"18-24","Male",NA,24
"1600",NA,"> 65","Female",0,72
"1601",1,"36-50","Female",0,48
"1602",1,"25-35","Male",NA,25
"1603",1,"> 65","Female",NA,80
"1604",1,"18-24","Male",NA,22
"1605",1,"50-65","Male",NA,62
"1606",NA,"> 65","Female",NA,74
"1607",0,"18-24","Male",0,20
"1608",1,"36-50","Female",0,46
"1609",1,"> 65","Male",NA,74
"1610",1,"50-65","Female",0,60
"1611",1,"25-35","Male",NA,26
"1612",1,"36-50","Male",-4,50
"1613",1,"> 65","Male",0,80
"1614",1,"> 65","Female",-1,77
"1615",1,"50-65","Female",NA,55
"1616",1,"36-50","Male",-4,41
"1617",1,"50-65","Female",0,58
"1618",1,"36-50","Male",0,48
"1619",1,"25-35","Female",NA,33
"1620",1,"36-50","Male",0,38
"1621",1,"25-35","Female",0,30
"1622",1,"36-50","Male",NA,49
"1623",1,"36-50","Female",1,48
"1624",1,"> 65","Female",NA,75
"1625",1,"36-50","Male",0,50
"1626",1,"25-35","Female",NA,34
"1627",1,"36-50","Female",NA,44
"1628",0,"18-24","Male",0,20
"1629",0,"25-35","Female",1,29
"1630",0,"25-35","Female",NA,31
"1631",0,"50-65","Male",-1,61
"1632",1,"25-35","Female",NA,30
"1633",0,"25-35","Female",0,34
"1634",0,"25-35","Male",0,30
"1635",0,"> 65","Male",-1,76
"1636",NA,"36-50","Female",1,38
"1637",0,"18-24","Male",1,20
"1638",0,"25-35","Male",-2,26
"1639",0,"25-35","Female",1,27
"1640",0,"25-35","Male",1,34
"1641",1,"> 65","Male",0,67
"1642",0,"> 65","Male",-2,70
"1643",1,"> 65","Female",4,80
"1644",1,"36-50","Male",0,41
"1645",1,"> 65","Male",4,88
"1646",0,"36-50","Male",2,36
"1647",NA,"50-65","Male",2,52
"1648",0,"36-50","Male",NA,44
"1649",1,"25-35","Male",NA,31
"1650",0,"36-50","Male",NA,46
"1651",1,"50-65","Male",0,52
"1652",1,"25-35","Male",-3,26
"1653",1,"36-50","Female",4,40
"1654",1,"25-35","Female",4,33
"1655",NA,"50-65","Female",0,51
"1656",NA,"50-65","Female",0,55
"1657",NA,"36-50","Female",0,43
"1658",NA,"36-50","Male",2,46
"1659",1,"25-35","Male",NA,25
"1660",0,"25-35","Male",NA,35
"1661",1,"25-35","Male",0,34
"1662",0,"50-65","Male",0,60
"1663",0,"50-65","Male",NA,56
"1664",0,"50-65","Male",-5,54
"1665",NA,"36-50","Male",-1,47
"1666",1,"25-35","Female",-2,35
"1667",1,"25-35","Female",NA,26
"1668",1,"25-35","Female",NA,27
"1669",NA,"25-35","Female",-3,27
"1670",1,"25-35","Male",1,28
"1671",1,"25-35","Female",NA,30
"1672",1,"25-35","Male",0,28
"1673",1,"50-65","Female",NA,55
"1674",1,"25-35","Male",0,32
"1675",1,"25-35","Male",NA,26
"1676",1,"50-65","Female",NA,56
"1677",1,"25-35","Female",NA,26
"1678",1,"36-50","Female",0,40
"1679",0,"36-50","Female",NA,39
"1680",0,"25-35","Female",0,28
"1681",0,"> 65","Female",NA,69
"1682",1,"36-50","Female",0,46
"1683",1,"> 65","Male",-2,66
"1684",0,"36-50","Female",0,45
"1685",0,"18-24","Female",NA,17
"1686",NA,"50-65","Female",3,65
"1687",1,"50-65","Female",2,59
"1688",1,"25-35","Female",NA,31
"1689",1,"50-65","Female",5,63
"1690",1,"50-65","Male",NA,56
"1691",1,"50-65","Female",3,62
"1692",NA,"25-35","Female",NA,31
"1693",1,"36-50","Female",2,40
"1694",0,"18-24","Female",1,15
"1695",1,"> 65","Female",2,67
"1696",1,"> 65","Male",NA,72
"1697",1,"36-50","Female",NA,45
"1698",1,"36-50","Female",0,50
"1699",1,"36-50","Female",NA,40
"1700",1,"36-50","Female",NA,40
"1701",1,"25-35","Male",NA,33
"1702",1,"25-35","Male",NA,32
"1703",1,"> 65","Female",NA,74
"1704",0,"> 65","Female",NA,66
"1705",1,"> 65","Male",-3,66
"1706",1,"36-50","Female",NA,40
"1707",NA,"> 65","Female",NA,67
"1708",NA,"50-65","Female",0,62
"1709",1,"> 65","Male",3,75
"1710",0,"18-24","Male",2,18
"1711",0,"36-50","Male",2,38
"1712",1,"> 65","Female",0,79
"1713",1,"> 65","Female",NA,80
"1714",NA,"50-65","Male",NA,62
"1715",NA,"50-65","Female",2,64
"1716",1,"50-65","Female",1,64
"1717",NA,"18-24","Male",NA,22
"1718",1,"36-50","Female",3,40
"1719",1,"18-24","Male",-3,24
"1720",1,"36-50","Male",0,38
"1721",NA,"> 65","Female",-4,79
"1722",1,"> 65","Male",-4,81
"1723",1,"36-50","Male",-1,36
"1724",1,"36-50","Male",-2,37
"1725",1,"25-35","Male",-2,33
"1726",0,"18-24","Male",-1,20
"1727",1,"18-24","Female",NA,19
"1728",1,"36-50","Female",-3,41
"1729",1,"25-35","Male",2,29
"1730",0,"50-65","Female",5,55
"1731",1,"36-50","Female",2,50
"1732",1,"50-65","Female",NA,56
"1733",1,"25-35","Female",0,27
"1734",1,"25-35","Female",NA,29
"1735",1,"18-24","Male",0,21
"1736",1,"36-50","Female",2,50
"1737",1,"> 65","Female",0,78
"1738",1,"25-35","Male",0,26
"1739",0,"25-35","Male",-1,28
"1740",1,"> 65","Female",-1,75
"1741",1,"50-65","Female",2,63
"1742",1,"36-50","Female",NA,42
"1743",1,"25-35","Male",0,28
"1744",1,"25-35","Female",0,27
"1745",1,"36-50","Male",0,49
"1746",1,"50-65","Female",-1,58
"1747",1,"25-35","Female",NA,29
"1748",1,"36-50","Male",0,41
"1749",1,"25-35","Female",NA,27
"1750",1,"25-35","Female",0,28
"1751",1,"25-35","Female",0,28
"1752",0,"> 65","Male",0,66
"1753",0,"50-65","Female",NA,58
"1754",1,"36-50","Male",NA,36
"1755",1,"36-50","Female",-2,39
"1756",1,"25-35","Male",0,31
"1757",1,"> 65","Female",0,74
"1758",1,"36-50","Female",NA,36
"1759",NA,"18-24","Female",NA,17
"1760",1,"36-50","Male",0,42
"1761",0,"> 65","Female",0,68
"1762",NA,"36-50","Female",NA,39
"1763",NA,"36-50","Male",-2,41
"1764",NA,"> 65","Male",-1,77
"1765",NA,"36-50","Male",0,44
"1766",0,"18-24","Female",-2,17
"1767",0,"> 65","Male",NA,66
"1768",NA,"36-50","Male",NA,42
"1769",1,"36-50","Male",0,42
"1770",1,"50-65","Female",NA,64
"1771",NA,"36-50","Male",NA,40
"1772",1,"36-50","Female",0,50
"1773",1,"50-65","Female",NA,60
"1774",0,"36-50","Female",0,48
"1775",1,"50-65","Female",NA,59
"1776",0,"25-35","Male",NA,25
"1777",1,"> 65","Female",-2,71
"1778",1,"> 65","Female",NA,66
"1779",0,"36-50","Female",2,37
"1780",0,"18-24","Male",2,22
"1781",1,"18-24","Male",-2,23
"1782",0,"18-24","Male",-2,22
"1783",0,"36-50","Female",2,40
"1784",1,"50-65","Female",0,62
"1785",0,"36-50","Male",3,38
"1786",1,"36-50","Female",3,46
"1787",1,"25-35","Female",4,30
"1788",1,"25-35","Male",NA,27
"1789",0,"> 65","Male",-3,70
"1790",1,"25-35","Male",-4,30
"1791",0,"25-35","Female",2,27
"1792",0,"18-24","Male",-4,24
"1793",0,"25-35","Female",3,34
"1794",0,"> 65","Male",-2,77
"1795",1,"50-65","Female",0,65
"1796",1,"50-65","Female",0,55
"1797",0,"36-50","Female",-5,46
"1798",1,"36-50","Male",4,41
"1799",1,"25-35","Female",NA,30
"1800",1,"25-35","Female",NA,35
"1801",1,"36-50","Female",NA,44
"1802",0,"36-50","Female",-2,36
"1803",1,"50-65","Female",NA,54
"1804",1,"36-50","Male",-2,50
"1805",1,"50-65","Male",0,58
"1806",0,"18-24","Female",NA,18
"1807",0,"36-50","Female",NA,36
"1808",0,"50-65","Male",3,54
"1809",1,"18-24","Female",NA,24
"1810",1,"36-50","Female",1,50
"1811",0,"50-65","Female",-1,55
"1812",1,"36-50","Female",5,43
"1813",1,"36-50","Female",-1,45
"1814",0,"18-24","Male",0,20
"1815",0,"18-24","Male",NA,24
"1816",NA,"25-35","Male",-1,25
"1817",NA,"25-35","Male",NA,30
"1818",1,"36-50","Male",NA,38
"1819",0,"18-24","Male",-2,22
"1820",1,"50-65","Female",0,52
"1821",1,"50-65","Male",NA,63
"1822",0,"36-50","Male",0,36
"1823",1,"25-35","Male",0,29
"1824",1,"36-50","Female",0,41
"1825",0,"25-35","Male",0,29
"1826",0,"18-24","Female",0,22
"1827",0,"> 65","Male",NA,73
"1828",1,"36-50","Female",0,49
"1829",1,"25-35","Female",0,35
"1830",0,"36-50","Male",0,36
"1831",1,"25-35","Female",0,28
"1832",0,"50-65","Female",NA,58
"1833",1,"36-50","Male",NA,45
"1834",1,"> 65","Male",NA,70
"1835",1,"> 65","Female",NA,67
"1836",1,"25-35","Female",0,27
"1837",0,"36-50","Female",NA,49
"1838",1,"> 65","Female",-1,75
"1839",1,"36-50","Male",0,39
"1840",1,"18-24","Male",0,22
"1841",1,"25-35","Male",0,25
"1842",1,"36-50","Female",NA,50
"1843",1,"50-65","Female",NA,57
"1844",1,"36-50","Female",-1,46
"1845",1,"50-65","Female",NA,61
"1846",1,"18-24","Male",0,20
"1847",1,"> 65","Female",0,79
"1848",1,"> 65","Female",-1,70
"1849",1,"36-50","Female",NA,42
"1850",1,"50-65","Male",NA,63
"1851",1,"> 65","Male",0,67
"1852",1,"50-65","Female",-1,59
"1853",1,"50-65","Female",NA,60
"1854",1,"18-24","Male",NA,19
"1855",1,"18-24","Female",4,18
"1856",1,"18-24","Male",0,17
"1857",1,"36-50","Female",0,36
"1858",1,"> 65","Female",0,66
"1859",1,"36-50","Male",0,39
"1860",1,"36-50","Male",-1,49
"1861",1,"36-50","Female",3,42
"1862",1,"36-50","Female",NA,41
"1863",1,"36-50","Male",0,43
"1864",0,"50-65","Female",-2,54
"1865",1,"18-24","Female",-1,17
"1866",NA,"> 65","Female",0,70
"1867",1,"> 65","Female",0,67
"1868",1,"25-35","Female",0,32
"1869",1,"50-65","Female",0,56
"1870",1,"36-50","Male",0,36
"1871",1,"> 65","Female",0,69
"1872",1,"25-35","Male",NA,32
"1873",1,"25-35","Male",NA,31
"1874",1,"50-65","Female",0,51
"1875",1,"36-50","Male",0,50
"1876",1,"36-50","Male",NA,39
"1877",1,"25-35","Male",NA,28
"1878",1,"36-50","Female",0,41
"1879",1,"36-50","Female",NA,47
"1880",1,"50-65","Male",NA,52
"1881",1,"> 65","Female",NA,75
"1882",1,"> 65","Female",0,68
"1883",1,"50-65","Female",0,54
"1884",0,"25-35","Female",2,31
"1885",1,"18-24","Male",-4,24
"1886",1,"36-50","Female",-1,37
"1887",1,"18-24","Male",-1,22
"1888",1,"25-35","Male",0,33
"1889",NA,"25-35","Female",3,31
"1890",0,"18-24","Male",NA,23
"1891",0,"25-35","Female",0,26
"1892",1,"25-35","Female",1,27
"1893",1,"25-35","Male",2,35
"1894",1,"25-35","Male",1,35
"1895",0,"25-35","Female",-1,32
"1896",1,"18-24","Male",NA,22
"1897",0,"18-24","Male",NA,20
"1898",1,"18-24","Male",1,23
"1899",1,"> 65","Female",-1,66
"1900",1,"36-50","Female",NA,36
"1901",1,"36-50","Female",5,43
"1902",1,"25-35","Male",5,30
"1903",1,"18-24","Female",-1,24
"1904",1,"25-35","Male",-1,28
"1905",0,"18-24","Female",-3,24
"1906",1,"18-24","Female",NA,21
"1907",1,"18-24","Female",NA,24
"1908",0,"18-24","Female",NA,24
"1909",1,"36-50","Female",NA,49
"1910",0,"25-35","Female",NA,26
"1911",1,"18-24","Female",NA,24
"1912",NA,"25-35","Male",NA,25
"1913",1,"25-35","Female",-2,25
"1914",1,"25-35","Female",NA,25
"1915",1,"25-35","Female",NA,26
"1916",1,"25-35","Female",NA,25
"1917",NA,"25-35","Female",NA,25
"1918",NA,"18-24","Male",-3,24
"1919",1,"50-65","Female",0,59
"1920",1,"50-65","Female",0,59
"1921",1,"> 65","Female",2,66
"1922",1,"50-65","Female",NA,57
"1923",1,"> 65","Female",0,73
"1924",1,"> 65","Female",0,69
"1925",1,"> 65","Female",0,69
"1926",1,"50-65","Female",0,57
"1927",1,"50-65","Female",NA,62
"1928",1,"50-65","Female",NA,62
"1929",1,"36-50","Male",NA,40
"1930",1,"36-50","Female",NA,36
"1931",1,"50-65","Male",1,57
"1932",1,"50-65","Female",0,57
"1933",1,"50-65","Female",0,59
"1934",1,"36-50","Female",NA,36
"1935",1,"50-65","Female",NA,59
"1936",1,"36-50","Female",NA,49
"1937",0,"18-24","Male",-2,21
"1938",1,"50-65","Female",NA,63
"1939",1,"25-35","Female",NA,29
"1940",0,"25-35","Female",0,27
"1941",1,"25-35","Male",-5,33
"1942",1,"25-35","Male",0,31
"1943",1,"25-35","Male",-2,25
"1944",1,"18-24","Female",0,24
"1945",1,"25-35","Female",0,25
"1946",1,"36-50","Female",-2,41
"1947",1,"25-35","Female",3,29
"1948",0,"36-50","Male",0,36
"1949",0,"36-50","Female",-3,37
"1950",NA,"36-50","Female",-5,41
"1951",0,"25-35","Female",NA,25
"1952",1,"25-35","Female",NA,27
"1953",1,"36-50","Female",NA,38
"1954",1,"18-24","Female",NA,24
"1955",1,"25-35","Male",NA,28
"1956",1,"36-50","Female",0,46
"1957",1,"36-50","Male",NA,37
"1958",1,"50-65","Female",NA,55
"1959",1,"50-65","Male",NA,62
"1960",1,"18-24","Male",NA,20
"1961",1,"36-50","Male",0,46
"1962",1,"50-65","Female",-1,60
"1963",1,"25-35","Female",NA,30
"1964",1,"36-50","Female",-2,49
"1965",1,"> 65","Female",-2,68
"1966",1,"50-65","Female",-3,64
"1967",1,"18-24","Male",0,24
"1968",1,"18-24","Female",NA,23
"1969",1,"36-50","Female",NA,40
"1970",1,"25-35","Male",NA,29
"1971",1,"25-35","Male",NA,26
"1972",1,"> 65","Female",NA,71
"1973",1,"36-50","Male",NA,37
"1974",1,"36-50","Male",NA,46
"1975",1,"> 65","Female",0,69
"1976",1,"25-35","Female",NA,25
"1977",1,"50-65","Female",2,58
"1978",1,"> 65","Male",-1,89
"1979",NA,"36-50","Female",3,37
"1980",1,"36-50","Male",1,37
"1981",1,"> 65","Female",0,76
"1982",1,"> 65","Male",0,73
"1983",NA,"36-50","Male",NA,44
"1984",NA,"36-50","Female",3,48
"1985",NA,"36-50","Female",0,43
"1986",NA,"> 65","Male",NA,66
"1987",1,"36-50","Female",NA,49
"1988",1,"> 65","Female",NA,68
"1989",NA,"> 65","Female",NA,70
"1990",1,"36-50","Female",NA,48
"1991",1,"> 65","Female",-5,73
"1992",1,"> 65","Male",NA,66
"1993",NA,"> 65","Female",0,83
"1994",NA,"18-24","Male",0,23
"1995",1,"> 65","Male",-4,78
"1996",NA,"36-50","Male",NA,44
"1997",NA,"50-65","Female",NA,55
"1998",0,"50-65","Female",-5,63
"1999",NA,"50-65","Male",0,55
"2000",1,"50-65","Female",2,65
"2001",1,"> 65","Male",NA,86
"2002",1,"> 65","Male",NA,69
"2003",0,"> 65","Female",NA,72
"2004",NA,"50-65","Male",0,62
"2005",1,"50-65","Male",0,61
"2006",0,"36-50","Female",-2,37
"2007",1,"50-65","Male",0,52
"2008",1,"> 65","Male",0,66
"2009",1,"25-35","Female",1,32
"2010",1,"18-24","Male",1,19
"2011",1,"25-35","Female",0,25
"2012",1,"18-24","Male",0,16
"2013",1,"50-65","Female",NA,63
"2014",1,"50-65","Female",NA,51
"2015",1,"50-65","Female",0,60
"2016",NA,"50-65","Female",NA,63
"2017",1,"50-65","Female",NA,62
"2018",1,"50-65","Female",NA,55
"2019",1,"36-50","Male",NA,36
"2020",1,"18-24","Female",0,24
"2021",1,"50-65","Female",NA,57
"2022",1,"25-35","Female",0,29
"2023",NA,"50-65","Female",NA,58
"2024",1,"18-24","Female",NA,19
"2025",1,"18-24","Female",0,21
"2026",1,"50-65","Male",NA,55
"2027",1,"50-65","Female",NA,59
"2028",1,"> 65","Female",0,73
"2029",1,"> 65","Female",0,69
"2030",1,"50-65","Male",0,63
"2031",1,"25-35","Male",0,33
"2032",1,"25-35","Male",5,31
"2033",1,"50-65","Female",0,63
"2034",1,"50-65","Female",3,56
"2035",1,"> 65","Male",-5,73
"2036",1,"50-65","Female",2,59
"2037",1,"18-24","Male",0,23
"2038",1,"36-50","Female",5,43
"2039",1,"50-65","Female",0,59
"2040",1,"50-65","Female",0,59
"2041",0,"> 65","Female",2,67
"2042",0,"50-65","Female",1,54
"2043",1,"> 65","Female",0,72
"2044",1,"50-65","Male",0,61
"2045",1,"50-65","Female",0,57
"2046",1,"36-50","Female",0,44
"2047",1,"25-35","Male",0,27
"2048",1,"> 65","Female",NA,69
"2049",1,"25-35","Male",0,28
"2050",1,"36-50","Male",-1,39
"2051",1,"36-50","Female",NA,47
"2052",1,"36-50","Male",1,46
"2053",1,"25-35","Female",0,35
"2054",1,"25-35","Male",0,28
"2055",1,"25-35","Male",NA,28
"2056",0,"36-50","Female",0,50
"2057",1,"36-50","Female",0,47
"2058",NA,"36-50","Male",NA,50
"2059",1,"18-24","Female",NA,24
"2060",0,"50-65","Female",NA,58
"2061",1,"18-24","Female",0,24
"2062",1,"50-65","Female",0,59
"2063",1,"25-35","Male",1,34
"2064",1,"25-35","Female",1,32
"2065",1,"25-35","Female",2,30
"2066",1,"25-35","Male",-1,31
"2067",1,"18-24","Male",0,24
"2068",1,"25-35","Female",NA,29
"2069",1,"25-35","Male",1,28
"2070",NA,"25-35","Female",-2,32
"2071",1,"25-35","Female",0,30
"2072",1,"36-50","Female",0,49
"2073",1,"36-50","Female",1,37
"2074",1,"36-50","Female",0,46
"2075",0,"25-35","Male",0,29
"2076",0,"36-50","Female",0,42
"2077",1,"36-50","Male",NA,46
"2078",1,"25-35","Female",0,31
"2079",0,"25-35","Male",NA,35
"2080",NA,"25-35","Male",NA,30
"2081",0,"18-24","Male",0,22
"2082",0,"25-35","Male",2,25
"2083",1,"25-35","Female",NA,25
"2084",0,"18-24","Female",0,20
"2085",0,"25-35","Female",0,29
"2086",0,"25-35","Female",0,34
"2087",0,"25-35","Male",0,32
"2088",1,"25-35","Male",2,27
"2089",1,"18-24","Male",0,22
"2090",1,"36-50","Male",0,45
"2091",1,"25-35","Male",0,30
"2092",1,"36-50","Male",-2,36
"2093",1,"25-35","Male",NA,31
"2094",1,"18-24","Female",NA,19
"2095",1,"50-65","Male",NA,54
"2096",NA,"18-24","Male",NA,22
"2097",1,"18-24","Female",2,21
"2098",1,"25-35","Female",2,28
"2099",1,"36-50","Female",NA,44
"2100",1,"25-35","Female",2,26
"2101",1,"> 65","Female",0,85
"2102",1,"50-65","Male",-5,65
"2103",1,"36-50","Female",-2,47
"2104",1,"36-50","Female",0,40
"2105",1,"50-65","Female",2,65
"2106",1,"50-65","Female",3,58
"2107",1,"> 65","Male",-1,67
"2108",1,"36-50","Male",-3,43
"2109",1,"25-35","Male",0,30
"2110",0,"36-50","Female",0,39
"2111",1,"25-35","Female",NA,27
"2112",1,"25-35","Male",NA,27
"2113",1,"> 65","Female",NA,73
"2114",1,"50-65","Female",5,52
"2115",NA,"50-65","Male",-5,63
"2116",1,"36-50","Male",NA,46
"2117",1,"36-50","Female",NA,36
"2118",1,"50-65","Female",-5,57
"2119",1,"50-65","Female",0,64
"2120",1,"18-24","Male",NA,22
"2121",1,"> 65","Female",NA,83
"2122",1,"25-35","Male",NA,31
"2123",1,"> 65","Female",NA,76
"2124",1,"36-50","Female",0,46
"2125",1,"18-24","Male",NA,22
"2126",1,"36-50","Female",0,40
"2127",1,"50-65","Female",NA,52
"2128",1,"> 65","Male",0,69
"2129",1,"> 65","Female",0,68
"2130",0,"18-24","Male",0,21
"2131",0,"18-24","Female",NA,17
"2132",1,"50-65","Female",NA,55
"2133",1,"50-65","Female",NA,65
"2134",1,"25-35","Male",NA,34
"2135",1,"50-65","Female",NA,55
"2136",1,"50-65","Female",NA,59
"2137",1,"25-35","Male",NA,26
"2138",1,"> 65","Female",NA,76
"2139",1,"50-65","Female",-2,53
"2140",1,"50-65","Female",0,65
"2141",1,"36-50","Male",NA,43
"2142",0,"36-50","Female",0,45
"2143",1,"> 65","Female",NA,71
"2144",1,"50-65","Female",-1,55
"2145",1,"18-24","Male",NA,18
"2146",1,"25-35","Female",NA,33
"2147",1,"25-35","Female",NA,34
"2148",1,"50-65","Female",1,57
"2149",1,"50-65","Male",NA,55
"2150",1,"50-65","Female",0,64
"2151",1,"50-65","Male",NA,56
"2152",1,"36-50","Female",NA,38
"2153",1,"> 65","Female",2,71
"2154",1,"36-50","Male",NA,41
"2155",1,"25-35","Female",NA,30
"2156",0,"36-50","Male",2,43
"2157",1,"> 65","Male",NA,74
"2158",0,"25-35","Female",2,34
"2159",1,"25-35","Male",NA,32
"2160",1,"25-35","Female",0,29
"2161",1,"25-35","Male",NA,29
"2162",1,"> 65","Female",2,72
"2163",0,"25-35","Male",4,30
"2164",1,"25-35","Male",2,30
"2165",1,"25-35","Female",-2,31
"2166",1,"25-35","Male",1,30
"2167",1,"25-35","Female",0,26
"2168",1,"36-50","Male",0,39
"2169",1,"50-65","Male",0,65
"2170",1,"18-24","Male",0,18
"2171",1,"36-50","Female",0,36
"2172",1,"25-35","Male",-1,27
"2173",1,"> 65","Female",0,76
"2174",1,"50-65","Male",NA,52
"2175",1,"> 65","Female",0,81
"2176",1,"36-50","Male",0,36
"2177",1,"50-65","Female",NA,61
"2178",1,"18-24","Female",3,23
"2179",1,"> 65","Female",NA,76
"2180",1,"50-65","Female",NA,62
"2181",1,"50-65","Female",NA,56
"2182",1,"25-35","Male",2,28
"2183",1,"50-65","Female",3,59
"2184",0,"36-50","Male",NA,45
"2185",NA,"25-35","Male",NA,27
"2186",1,"25-35","Female",5,32
"2187",1,"> 65","Female",NA,79
"2188",1,"> 65","Female",0,67
"2189",1,"36-50","Female",0,46
"2190",1,"18-24","Male",0,16
"2191",1,"36-50","Female",0,46
"2192",1,"25-35","Male",0,27
"2193",1,"50-65","Male",0,61
"2194",1,"25-35","Male",NA,34
"2195",1,"50-65","Male",-1,59
"2196",1,"50-65","Male",-1,54
"2197",1,"50-65","Male",-1,65
"2198",0,"50-65","Female",5,60
"2199",NA,"50-65","Female",-1,56
"2200",1,"25-35","Female",5,29
"2201",1,"> 65","Female",NA,82
"2202",NA,"50-65","Female",NA,59
"2203",1,"36-50","Male",NA,37
"2204",1,"50-65","Female",NA,59
"2205",1,"25-35","Female",5,34
"2206",1,"36-50","Female",NA,49
"2207",1,"> 65","Female",5,77
"2208",1,"50-65","Female",0,56
"2209",1,"25-35","Female",NA,32
"2210",NA,"> 65","Female",2,84
"2211",1,"18-24","Female",NA,24
"2212",1,"25-35","Female",NA,32
"2213",1,"50-65","Female",0,52
"2214",NA,"50-65","Male",NA,58
"2215",NA,"> 65","Female",-3,83
"2216",1,"50-65","Female",1,63
"2217",1,"> 65","Female",NA,68
"2218",1,"18-24","Male",5,20
"2219",1,"> 65","Male",NA,69
"2220",1,"50-65","Male",NA,56
"2221",1,"50-65","Female",1,57
"2222",1,"50-65","Male",NA,60
"2223",1,"36-50","Male",NA,36
"2224",1,"25-35","Female",NA,30
"2225",1,"50-65","Female",0,65
"2226",1,"50-65","Female",NA,59
"2227",1,"> 65","Female",2,73
"2228",1,"> 65","Female",1,67
"2229",0,"50-65","Male",-4,65
"2230",1,"18-24","Male",NA,16
"2231",1,"25-35","Female",NA,34
"2232",1,"> 65","Female",1,67
"2233",0,"36-50","Female",NA,40
"2234",1,"50-65","Female",2,57
"2235",0,"25-35","Female",NA,26
"2236",1,"25-35","Male",1,30
"2237",1,"> 65","Female",NA,77
"2238",1,"> 65","Female",NA,67
"2239",1,"25-35","Female",NA,35
"2240",1,"50-65","Female",0,65
"2241",1,"50-65","Male",3,65
"2242",1,"50-65","Female",2,62
"2243",1,"36-50","Female",0,37
"2244",1,"25-35","Female",-3,35
"2245",1,"25-35","Male",-1,29
"2246",1,"50-65","Male",-5,62
"2247",1,"> 65","Male",-5,78
"2248",1,"> 65","Female",NA,67
"2249",1,"25-35","Male",0,29
"2250",1,"25-35","Female",1,33
"2251",1,"50-65","Female",1,60
"2252",1,"50-65","Male",NA,63
"2253",1,"50-65","Male",-2,64
"2254",1,"25-35","Female",-5,33
"2255",1,"> 65","Female",3,72
"2256",0,"25-35","Female",0,29
"2257",1,"50-65","Female",0,62
"2258",1,"18-24","Female",5,23
"2259",1,"50-65","Female",NA,56
"2260",1,"18-24","Male",1,20
"2261",1,"> 65","Female",3,76
"2262",1,"25-35","Male",NA,35
"2263",1,"25-35","Female",NA,25
"2264",1,"36-50","Female",-2,46
"2265",1,"> 65","Male",0,67
"2266",1,"50-65","Male",5,54
"2267",0,"25-35","Male",NA,32
"2268",1,"36-50","Male",NA,36
