"","year","region","wine","beer","vodka","champagne","brandy","district"
"320",2001,"Republic of North Ossetia-Alania",5.6,15.7,8.9,1.2,0.1,"North Caucasian"
"321",2001,"Smolensk Oblast",6.6,71.3,23,1,0.2,"Central"
"322",2001,"Stavropol Krai",5.9,30.5,12.8,1.2,0.3,"North Caucasian"
"323",2001,"Tambov Oblast",2.5,22.8,14,1.5,0.3,"Central"
"324",2001,"Republic of Tatarstan",1.8,41.9,14.6,0.5,0.1,"Volga"
"325",2001,"Tver Oblast",5,35.4,18.4,1.4,0.1,"Central"
"326",2001,"Tomsk Oblast",5.6,36.3,16.5,0.9,0.2,"Siberian"
"327",2001,"Tula Oblast",3.3,40.1,14.1,0.6,0.2,"Central"
"328",2001,"Tyumen Oblast",5.2,49,20.5,0.9,0.5,"Ural"
"329",2001,"Udmurt Republic",2.1,27,14.1,0.3,0.1,"Volga"
"330",2001,"Ulyanovsk Oblast",1.1,47.7,9.6,0.3,0.2,"Volga"
"331",2001,"Khabarovsk Krai",4.3,38.4,21.2,0.5,0.3,"Far Eastern"
"332",2001,"Republic of Khakassia",3.3,53.6,15.6,1.4,0.6,"Siberian"
"333",2001,"Khanty-Mansi Autonomous Okrug (Yugra)",5.2,49,20.5,0.9,0.5,"Ural"
"334",2001,"Chelyabinsk Oblast",4.4,45.2,16.2,1.2,0.2,"Ural"
"335",2001,"Chechen Republic",NA,NA,NA,NA,NA,"North Caucasian"
"336",2001,"Chuvash Republic",3,32.2,10.6,0.5,0.1,"Volga"
"337",2001,"Chukotka Autonomous Okrug",1.4,11,9.8,1.9,0.1,"Far Eastern"
"338",2001,"Sakha (Yakutia) Republic",2.8,15.5,14.6,0.8,0.2,"Far Eastern"
"339",2001,"Yamalo-Nenets Autonomous Okrug",5.2,49,20.5,0.9,0.5,"Ural"
"340",2001,"Yaroslavl Oblast",4.3,71.1,18.6,1.6,0.4,"Central"
"341",2002,"Republic of Adygea",4.4,30.4,7.9,0.7,0.3,"Southern"
"342",2002,"Altai Krai",1.6,42.8,11.4,1.1,0.1,"Siberian"
"343",2002,"Amur Oblast",2.3,35.4,17.9,0.5,0.2,"Far Eastern"
"344",2002,"Arkhangelsk Oblast",8.1,76.1,29.5,1.5,1.2,"Northwestern"
"345",2002,"Astrakhan Oblast",4.1,44,12,0.8,0.2,"Southern"
"346",2002,"Republic of Bashkortostan",1.7,38.1,10.4,0.2,0.1,"Volga"
"347",2002,"Belgorod Oblast",3.3,23.2,9.4,0.9,0.1,"Central"
"348",2002,"Bryansk Oblast",3.3,38.9,8.5,0.4,0.1,"Central"
"349",2002,"Republic of Buryatia",2.3,21,19.9,0.6,0.1,"Far Eastern"
"350",2002,"Vladimir Oblast",2.8,41.5,15.6,0.8,0.2,"Central"
"351",2002,"Volgograd Oblast",2.4,43.9,13.2,1.6,0.4,"Southern"
"352",2002,"Vologda Oblast",11.7,51.9,22.2,0.4,0.5,"Northwestern"
"353",2002,"Voronezh Oblast",2.8,41.9,10.5,1.3,0.2,"Central"
"354",2002,"Republic of Dagestan",2.7,9.6,4.9,0.6,0.2,"North Caucasian"
"355",2002,"Jewish Autonomous Oblast",4.1,26.8,7.6,0.4,0.1,"Far Eastern"
"356",2002,"Zabaykalsky Krai",4.7,31.3,10.9,0.5,0.1,"Far Eastern"
"357",2002,"Ivanovo Oblast",3.7,61.2,16.7,0.6,0.2,"Central"
"358",2002,"Republic of Ingushetia",7.5,8.7,4.3,0.8,0.8,"North Caucasian"
"359",2002,"Irkutsk Oblast",8.1,47.8,10.8,1.1,0.4,"Siberian"
"360",2002,"Kabardino-Balkar Republic",3.7,31.5,13.9,0.7,0.7,"North Caucasian"
"361",2002,"Kaliningrad Oblast",2.4,64.5,17.3,1.3,0.9,"Northwestern"
"362",2002,"Republic of Kalmykia",4.1,20.9,15,1.5,0.1,"Southern"
"363",2002,"Kaluga Oblast",2.6,50.6,12.2,0.8,0.2,"Central"
"364",2002,"Kamchatka Krai",7.3,35.3,25.9,1.2,0.5,"Far Eastern"
"365",2002,"Karachay-Cherkess Republic",2.7,13.2,14.3,0.2,0.1,"North Caucasian"
"366",2002,"Republic of Karelia",9.3,33.6,12.4,0.4,0.2,"Northwestern"
"367",2002,"Kemerovo Oblast",3,30.8,20.2,0.9,0.3,"Siberian"
"368",2002,"Kirov Oblast",4.5,27.3,14.9,0.5,0.1,"Volga"
"369",2002,"Kostroma Oblast",3.2,27.1,16.9,0.5,0.1,"Central"
"370",2002,"Krasnodar Krai",7.9,50.1,7.9,1.3,0.5,"Southern"
"371",2002,"Krasnoyarsk Krai",5.2,67.4,15.3,1.4,0.6,"Siberian"
"372",2002,"Republic of Crimea",NA,NA,NA,NA,NA,"Southern"
"373",2002,"Kurgan Oblast",2.7,37.9,11.7,0.5,0.1,"Ural"
"374",2002,"Kursk Oblast",1.8,53.8,6.7,0.5,0.1,"Central"
"375",2002,"Leningrad Oblast",7.1,65.3,20.4,2.3,0.6,"Northwestern"
"376",2002,"Lipetsk Oblast",2.5,49.5,10,0.7,0.2,"Central"
"377",2002,"Magadan Oblast",4,33,18.9,1.4,0.2,"Far Eastern"
"378",2002,"Mari El Republic",2.9,23.8,11.7,0.4,0.1,"Volga"
"379",2002,"Republic of Mordovia",2.5,22,10,0.3,0.1,"Volga"
"380",2002,"Moscow",4.8,85.7,20.8,4,0.9,"Central"
"381",2002,"Moscow Oblast",3.6,29.4,16.9,0.7,0.4,"Central"
"382",2002,"Murmansk Oblast",5.3,40,20.9,1.9,0.6,"Northwestern"
"383",2002,"Nenets Autonomous Okrug",8.1,76.1,29.5,1.5,1.2,"Northwestern"
"384",2002,"Nizhny Novgorod Oblast",5.2,39.8,10.6,1,0.2,"Volga"
"385",2002,"Novgorod Oblast",5,37.1,13.1,0.5,0.2,"Northwestern"
"386",2002,"Novosibirsk Oblast",3,47.7,19.9,1,0.3,"Siberian"
"387",2002,"Omsk Oblast",4.9,84.2,13.9,0.6,0.3,"Siberian"
"388",2002,"Orenburg Oblast",2.3,34.2,10.9,0.7,0.2,"Volga"
"389",2002,"Oryol Oblast",3.7,29.4,11.1,1.2,0.3,"Central"
"390",2002,"Penza Oblast",5.7,32.3,6.9,0.4,0.1,"Volga"
"391",2002,"Perm Krai",5.6,58.2,17.4,0.8,0.4,"Volga"
"392",2002,"Primorsky Krai",1.6,28.3,16,0.6,0.1,"Far Eastern"
"393",2002,"Pskov Oblast",10.3,46.3,10.8,0.6,0.1,"Northwestern"
"394",2002,"Altai Republic",5.7,30.9,10.1,1,0.1,"Siberian"
"395",2002,"Komi Republic",7.6,33.9,28.4,0.9,0.5,"Northwestern"
"396",2002,"Tuva Republic",2,23.3,13.5,0.2,0.1,"Siberian"
"397",2002,"Rostov Oblast",4,44.7,7,1.5,0.3,"Southern"
"398",2002,"Ryazan Oblast",2.8,43.2,12.4,1.3,0.1,"Central"
"399",2002,"Samara Oblast",1.8,38.6,8,1.2,0.2,"Volga"
"400",2002,"Saint Petersburg",6.3,104.6,17.2,2.6,0.9,"Northwestern"
"401",2002,"Saratov Oblast",3.2,28.1,9.2,0.9,0.2,"Volga"
"402",2002,"Sakhalin Oblast",5.3,37.5,24.5,1.6,0.5,"Far Eastern"
"403",2002,"Sverdlovsk Oblast",6.1,52.1,15.4,1,0.5,"Ural"
"404",2002,"Sevastopol",NA,NA,NA,NA,NA,"Southern"
"405",2002,"Republic of North Ossetia-Alania",1,14.9,8.5,1.2,0.1,"North Caucasian"
"406",2002,"Smolensk Oblast",8.7,96.2,25.4,1.4,0.2,"Central"
"407",2002,"Stavropol Krai",6,32.7,11.7,1.2,0.4,"North Caucasian"
"408",2002,"Tambov Oblast",2.5,27.9,13.9,1.4,0.3,"Central"
"409",2002,"Republic of Tatarstan",2.2,29.1,15.4,0.6,0.1,"Volga"
"410",2002,"Tver Oblast",6.1,40,21.2,1.2,0.2,"Central"
"411",2002,"Tomsk Oblast",7.9,36.5,16.5,0.9,0.3,"Siberian"
"412",2002,"Tula Oblast",3.5,46.3,13.2,0.7,0.2,"Central"
"413",2002,"Tyumen Oblast",5.8,77,23.3,1,0.6,"Ural"
"414",2002,"Udmurt Republic",2.7,29.4,13.7,0.4,0.1,"Volga"
"415",2002,"Ulyanovsk Oblast",2.1,44.8,9.1,0.5,0.2,"Volga"
"416",2002,"Khabarovsk Krai",4.5,31.8,17.1,0.7,0.3,"Far Eastern"
"417",2002,"Republic of Khakassia",4.4,56.3,15.8,1.5,0.6,"Siberian"
"418",2002,"Khanty-Mansi Autonomous Okrug (Yugra)",5.8,77,23.3,1,0.6,"Ural"
"419",2002,"Chelyabinsk Oblast",4.1,55.7,16.8,1.1,0.5,"Ural"
"420",2002,"Chechen Republic",NA,NA,NA,NA,NA,"North Caucasian"
"421",2002,"Chuvash Republic",3,31.7,11.1,0.5,0.2,"Volga"
"422",2002,"Chukotka Autonomous Okrug",1.9,6.4,13.3,1.6,0.3,"Far Eastern"
"423",2002,"Sakha (Yakutia) Republic",3.6,16.3,16.1,1.1,0.3,"Far Eastern"
"424",2002,"Yamalo-Nenets Autonomous Okrug",5.8,77,23.3,1,0.6,"Ural"
"425",2002,"Yaroslavl Oblast",4.5,90.1,20.3,1,0.3,"Central"
"426",2003,"Republic of Adygea",4.3,36.2,8,1,0.5,"Southern"
"427",2003,"Altai Krai",1.7,47.7,11.5,1.1,0.1,"Siberian"
"428",2003,"Amur Oblast",5.3,40.4,17.4,0.6,0.2,"Far Eastern"
"429",2003,"Arkhangelsk Oblast",9.2,109,31.9,1.7,1.3,"Northwestern"
"430",2003,"Astrakhan Oblast",4.5,48.3,12.4,0.9,0.2,"Southern"
"431",2003,"Republic of Bashkortostan",1.5,25,8.3,0.3,0.2,"Volga"
"432",2003,"Belgorod Oblast",2.7,25.8,9.7,0.9,0.1,"Central"
"433",2003,"Bryansk Oblast",4,33.9,8.7,0.5,0.1,"Central"
"434",2003,"Republic of Buryatia",4.2,32.8,13.9,0.4,0.1,"Far Eastern"
"435",2003,"Vladimir Oblast",3.2,43.7,15.4,0.9,0.2,"Central"
"436",2003,"Volgograd Oblast",2.7,46.7,13.2,1.8,0.5,"Southern"
"437",2003,"Vologda Oblast",18.1,61.7,24.6,0.4,0.6,"Northwestern"
"438",2003,"Voronezh Oblast",3.1,38.2,10.8,1.1,0.3,"Central"
"439",2003,"Republic of Dagestan",2.9,9.7,8.7,1.2,0.2,"North Caucasian"
"440",2003,"Jewish Autonomous Oblast",5.1,39,6.4,0.5,0.2,"Far Eastern"
"441",2003,"Zabaykalsky Krai",5.9,38.1,12.4,0.6,0.1,"Far Eastern"
"442",2003,"Ivanovo Oblast",5.2,61.6,15.4,0.6,0.2,"Central"
"443",2003,"Republic of Ingushetia",6,8.9,4.6,0.8,0.5,"North Caucasian"
"444",2003,"Irkutsk Oblast",7.4,51.5,10.2,1,0.3,"Siberian"
"445",2003,"Kabardino-Balkar Republic",4.4,39.4,12.8,0.8,0.7,"North Caucasian"
"446",2003,"Kaliningrad Oblast",11.3,80.8,20,1.4,1.1,"Northwestern"
"447",2003,"Republic of Kalmykia",4.3,24.4,15.4,1.4,0.1,"Southern"
"448",2003,"Kaluga Oblast",3,71.2,9,0.9,0.3,"Central"
"449",2003,"Kamchatka Krai",7.4,39.1,25.1,1.8,1.2,"Far Eastern"
"450",2003,"Karachay-Cherkess Republic",3.7,14.9,14.9,0.2,0.2,"North Caucasian"
"451",2003,"Republic of Karelia",13.5,31.1,14.2,0.6,0.2,"Northwestern"
"452",2003,"Kemerovo Oblast",4.2,36.9,20.1,1.1,0.3,"Siberian"
"453",2003,"Kirov Oblast",7.2,33.4,13.5,0.6,0.1,"Volga"
"454",2003,"Kostroma Oblast",4.2,28,16.5,0.5,0.1,"Central"
"455",2003,"Krasnodar Krai",8.7,53.3,7.9,1.4,0.4,"Southern"
"456",2003,"Krasnoyarsk Krai",5.6,72.3,15.5,1.3,0.6,"Siberian"
"457",2003,"Republic of Crimea",NA,NA,NA,NA,NA,"Southern"
"458",2003,"Kurgan Oblast",3.5,42.6,9.2,0.4,0.1,"Ural"
"459",2003,"Kursk Oblast",3.3,67.8,7.5,1.1,0.3,"Central"
"460",2003,"Leningrad Oblast",8.1,66.3,18.5,2.2,0.6,"Northwestern"
"461",2003,"Lipetsk Oblast",2.7,54.9,10.1,0.7,0.2,"Central"
"462",2003,"Magadan Oblast",4.8,43.2,18.4,1.8,0.4,"Far Eastern"
"463",2003,"Mari El Republic",4.4,27.1,12.3,0.4,0.2,"Volga"
"464",2003,"Republic of Mordovia",3.5,25.9,9.4,0.3,0.1,"Volga"
"465",2003,"Moscow",6.2,89.1,23,4.1,0.9,"Central"
"466",2003,"Moscow Oblast",4,29.6,20.5,0.8,0.4,"Central"
"467",2003,"Murmansk Oblast",6,41.3,21.3,2.1,0.7,"Northwestern"
"468",2003,"Nenets Autonomous Okrug",9.2,109,31.9,1.7,1.3,"Northwestern"
"469",2003,"Nizhny Novgorod Oblast",5.8,44.8,11.1,1.1,0.2,"Volga"
"470",2003,"Novgorod Oblast",5.5,34.2,13.2,0.4,0.2,"Northwestern"
"471",2003,"Novosibirsk Oblast",3.5,61.5,20.4,1,0.3,"Siberian"
"472",2003,"Omsk Oblast",3.9,97.3,14.6,0.5,0.3,"Siberian"
"473",2003,"Orenburg Oblast",2.5,28.7,8.5,0.6,0.2,"Volga"
"474",2003,"Oryol Oblast",3.8,32.8,10.6,1.4,0.3,"Central"
"475",2003,"Penza Oblast",7.7,34.2,7.8,0.6,0.1,"Volga"
"476",2003,"Perm Krai",6.8,55.7,16.5,0.9,0.4,"Volga"
"477",2003,"Primorsky Krai",1.7,28.5,16.2,0.7,0.2,"Far Eastern"
"478",2003,"Pskov Oblast",13.5,52.9,10.9,0.6,0.1,"Northwestern"
"479",2003,"Altai Republic",6.4,25.9,10.6,1,0.1,"Siberian"
"480",2003,"Komi Republic",8.3,44.4,29.7,0.8,0.5,"Northwestern"
"481",2003,"Tuva Republic",2.1,25,14.7,0.2,0.1,"Siberian"
"482",2003,"Rostov Oblast",4.4,51.1,6.9,1.5,0.3,"Southern"
"483",2003,"Ryazan Oblast",2.9,46.5,12.5,1.2,0.2,"Central"
"484",2003,"Samara Oblast",2.1,43.5,7.9,1.1,0.3,"Volga"
"485",2003,"Saint Petersburg",6.6,105.6,14.3,2.8,1,"Northwestern"
"486",2003,"Saratov Oblast",3,41.3,8.3,0.8,0.2,"Volga"
"487",2003,"Sakhalin Oblast",5.2,38,23.2,1.4,0.7,"Far Eastern"
"488",2003,"Sverdlovsk Oblast",7.2,56.9,15.2,1,0.5,"Ural"
"489",2003,"Sevastopol",NA,NA,NA,NA,NA,"Southern"
"490",2003,"Republic of North Ossetia-Alania",0.2,14.5,7.6,1.1,0.1,"North Caucasian"
"491",2003,"Smolensk Oblast",8.8,92.3,25.6,1.5,0.3,"Central"
"492",2003,"Stavropol Krai",6.1,41.1,10,1.2,0.5,"North Caucasian"
"493",2003,"Tambov Oblast",2.4,36,14.5,1.2,0.3,"Central"
"494",2003,"Republic of Tatarstan",2.7,42.3,14.9,0.7,0.2,"Volga"
"495",2003,"Tver Oblast",6.8,41.8,19.3,1.7,0.2,"Central"
"496",2003,"Tomsk Oblast",7.8,43.3,17.4,1.5,0.4,"Siberian"
"497",2003,"Tula Oblast",3.5,41.1,12.6,0.6,0.2,"Central"
"498",2003,"Tyumen Oblast",5,93.3,18.6,1.2,0.5,"Ural"
"499",2003,"Udmurt Republic",3.8,34.2,12.9,0.3,0.1,"Volga"
"500",2003,"Ulyanovsk Oblast",4.1,42.5,10.5,0.7,0.3,"Volga"
"501",2003,"Khabarovsk Krai",3.8,47.4,15.2,0.7,0.4,"Far Eastern"
"502",2003,"Republic of Khakassia",6.4,61.2,14.8,1.6,0.5,"Siberian"
"503",2003,"Khanty-Mansi Autonomous Okrug (Yugra)",5,93.3,18.6,1.2,0.5,"Ural"
"504",2003,"Chelyabinsk Oblast",4.7,65.1,16.4,1.2,0.7,"Ural"
"505",2003,"Chechen Republic",NA,NA,NA,NA,NA,"North Caucasian"
"506",2003,"Chuvash Republic",3.6,33.8,12.5,0.5,0.2,"Volga"
"507",2003,"Chukotka Autonomous Okrug",3.8,12.3,12.3,1.6,0.9,"Far Eastern"
"508",2003,"Sakha (Yakutia) Republic",4.7,25,16,1.2,0.3,"Far Eastern"
"509",2003,"Yamalo-Nenets Autonomous Okrug",5,93.3,18.6,1.2,0.5,"Ural"
"510",2003,"Yaroslavl Oblast",3.8,62.3,18.6,0.5,0.1,"Central"
"511",2004,"Republic of Adygea",4.1,27.5,8.6,1,0.3,"Southern"
"512",2004,"Altai Krai",2,52.4,14.2,1.3,0.2,"Siberian"
"513",2004,"Amur Oblast",5.2,44.8,18.1,0.6,0.2,"Far Eastern"
"514",2004,"Arkhangelsk Oblast",7,51.8,18.5,1.3,0.5,"Northwestern"
"515",2004,"Astrakhan Oblast",4.8,58,12.9,0.9,0.2,"Southern"
"516",2004,"Republic of Bashkortostan",1.2,35.4,9.2,0.3,0.2,"Volga"
"517",2004,"Belgorod Oblast",3.1,35.1,10,1.1,0.1,"Central"
"518",2004,"Bryansk Oblast",5.7,32.5,8.6,0.5,0.1,"Central"
"519",2004,"Republic of Buryatia",6.3,35.7,12.2,0.4,0.1,"Far Eastern"
"520",2004,"Vladimir Oblast",3.7,54,17.3,1,0.2,"Central"
"521",2004,"Volgograd Oblast",3.3,55.3,12.5,1.9,0.5,"Southern"
"522",2004,"Vologda Oblast",14.2,85.1,26.7,0.6,0.7,"Northwestern"
"523",2004,"Voronezh Oblast",3.4,41.2,12.6,1.3,0.4,"Central"
"524",2004,"Republic of Dagestan",2.8,6.6,9.5,1.5,0.3,"North Caucasian"
"525",2004,"Jewish Autonomous Oblast",4.4,51.1,7.4,0.3,0.2,"Far Eastern"
"526",2004,"Zabaykalsky Krai",15.7,190.4,40.6,3,1.8,"Far Eastern"
"527",2004,"Ivanovo Oblast",8,68.1,17.3,0.7,0.4,"Central"
"528",2004,"Republic of Ingushetia",6.4,7.4,3.6,0.8,0.8,"North Caucasian"
"529",2004,"Irkutsk Oblast",5.5,54.7,22.7,1.5,0.7,"Siberian"
"530",2004,"Kabardino-Balkar Republic",4,43.7,12.3,0.8,0.7,"North Caucasian"
"531",2004,"Kaliningrad Oblast",12.7,84.2,20,1.4,1,"Northwestern"
"532",2004,"Republic of Kalmykia",4.3,24.4,15.3,1.4,0.2,"Southern"
"533",2004,"Kaluga Oblast",4,86.7,11.4,1.3,0.3,"Central"
"534",2004,"Kamchatka Krai",7.5,49.2,22.2,2,1.1,"Far Eastern"
"535",2004,"Karachay-Cherkess Republic",4.2,19.6,14.9,0.3,0.3,"North Caucasian"
"536",2004,"Republic of Karelia",16.9,33.2,14,0.7,0.5,"Northwestern"
"537",2004,"Kemerovo Oblast",3.7,68.6,21.2,1,0.3,"Siberian"
"538",2004,"Kirov Oblast",9.6,43.6,12.8,0.7,0.1,"Volga"
"539",2004,"Kostroma Oblast",5.9,32.7,18,0.5,0.1,"Central"
"540",2004,"Krasnodar Krai",8.8,58.3,8,1.1,0.3,"Southern"
"541",2004,"Krasnoyarsk Krai",5.3,47.7,9.2,0.9,0.3,"Siberian"
"542",2004,"Republic of Crimea",NA,NA,NA,NA,NA,"Southern"
"543",2004,"Kurgan Oblast",4.5,43.5,8.3,0.4,0.1,"Ural"
"544",2004,"Kursk Oblast",6.5,90.9,7.2,0.8,0.3,"Central"
"545",2004,"Leningrad Oblast",10,68.5,20.4,3.7,0.7,"Northwestern"
"546",2004,"Lipetsk Oblast",2.8,56.5,10.2,0.7,0.2,"Central"
"547",2004,"Magadan Oblast",5.9,39.4,16.8,1.9,0.5,"Far Eastern"
"548",2004,"Mari El Republic",5.7,27.6,12,0.5,0.1,"Volga"
"549",2004,"Republic of Mordovia",3.6,32.6,9.8,0.4,0.1,"Volga"
"550",2004,"Moscow",6.1,99.1,24,3.8,1,"Central"
"551",2004,"Moscow Oblast",5.7,30.5,21.8,0.8,0.8,"Central"
"552",2004,"Murmansk Oblast",6.2,45.8,21.7,2.2,0.7,"Northwestern"
"553",2004,"Nenets Autonomous Okrug",7,51.8,18.5,1.3,0.5,"Northwestern"
"554",2004,"Nizhny Novgorod Oblast",6.2,51,11.9,1.2,0.2,"Volga"
"555",2004,"Novgorod Oblast",5.9,35.4,13.7,0.5,0.2,"Northwestern"
"556",2004,"Novosibirsk Oblast",2.9,77.5,11.5,0.3,0.2,"Siberian"
"557",2004,"Omsk Oblast",4,26.6,8.9,0.7,0.3,"Siberian"
"558",2004,"Orenburg Oblast",3,35.6,8.6,0.6,0.2,"Volga"
"559",2004,"Oryol Oblast",3.5,36.9,8.4,1.1,0.3,"Central"
"560",2004,"Penza Oblast",9.1,38.2,6.9,0.6,0.2,"Volga"
"561",2004,"Perm Krai",8.3,68.1,16,1.5,0.7,"Volga"
"562",2004,"Primorsky Krai",2.8,45.4,13.8,1.2,0.3,"Far Eastern"
"563",2004,"Pskov Oblast",17.5,67.9,10.2,0.7,0.2,"Northwestern"
"564",2004,"Altai Republic",6.7,25.4,11.2,1.1,0.1,"Siberian"
"565",2004,"Komi Republic",10.3,76.2,28.1,1.1,0.5,"Northwestern"
"566",2004,"Tuva Republic",2.1,25.8,15.2,0.2,0,"Siberian"
"567",2004,"Rostov Oblast",3.8,58.8,6.9,1.1,0.3,"Southern"
"568",2004,"Ryazan Oblast",3.2,54.9,10,1.2,0.2,"Central"
"569",2004,"Samara Oblast",2,50.1,8.4,1.1,0.2,"Volga"
"570",2004,"Saint Petersburg",4.7,103.9,13.9,2.5,0.8,"Northwestern"
"571",2004,"Saratov Oblast",3.2,50.3,8.8,0.9,0.1,"Volga"
"572",2004,"Sakhalin Oblast",5.1,36.3,20.3,1.5,0.8,"Far Eastern"
"573",2004,"Sverdlovsk Oblast",7.7,75.9,15.9,1,0.6,"Ural"
"574",2004,"Sevastopol",NA,NA,NA,NA,NA,"Southern"
"575",2004,"Republic of North Ossetia-Alania",2.3,15.8,5.3,0.7,0.1,"North Caucasian"
"576",2004,"Smolensk Oblast",7.9,84.5,24.5,1.5,0.3,"Central"
"577",2004,"Stavropol Krai",6.2,46.8,7.8,1.3,0.5,"North Caucasian"
"578",2004,"Tambov Oblast",1.9,49.4,15.4,1.2,0.3,"Central"
"579",2004,"Republic of Tatarstan",3.4,42.9,13.7,0.7,0.2,"Volga"
"580",2004,"Tver Oblast",8.4,51.7,20.4,2,0.3,"Central"
"581",2004,"Tomsk Oblast",7.2,47.9,13.4,0.7,0.1,"Siberian"
"582",2004,"Tula Oblast",4.6,40.6,12.1,0.6,0.2,"Central"
"583",2004,"Tyumen Oblast",4.9,94.5,18.6,1,0.5,"Ural"
"584",2004,"Udmurt Republic",5.4,36.4,12.4,0.4,0.2,"Volga"
"585",2004,"Ulyanovsk Oblast",5.5,45.3,10.4,0.8,0.3,"Volga"
"586",2004,"Khabarovsk Krai",4.3,53.4,14.6,0.9,0.4,"Far Eastern"
"587",2004,"Republic of Khakassia",8.5,74.5,13.8,1.9,0.8,"Siberian"
"588",2004,"Khanty-Mansi Autonomous Okrug (Yugra)",4.9,94.5,18.6,1,0.5,"Ural"
"589",2004,"Chelyabinsk Oblast",6.1,81,17.5,1.3,0.8,"Ural"
"590",2004,"Chechen Republic",NA,NA,NA,NA,NA,"North Caucasian"
"591",2004,"Chuvash Republic",4.4,39.7,10.9,0.5,0.2,"Volga"
"592",2004,"Chukotka Autonomous Okrug",3.4,10.8,12.4,1.9,1.1,"Far Eastern"
"593",2004,"Sakha (Yakutia) Republic",5.2,30.9,15,1.2,0.3,"Far Eastern"
"594",2004,"Yamalo-Nenets Autonomous Okrug",4.9,94.5,18.6,1,0.5,"Ural"
"595",2004,"Yaroslavl Oblast",3.9,63.6,18.9,0.4,0.1,"Central"
"596",2005,"Republic of Adygea",4.4,29.7,10.4,1.1,0.4,"Southern"
"597",2005,"Altai Krai",2,58.6,10,1.1,0.2,"Siberian"
"598",2005,"Amur Oblast",5.8,48.6,20.8,0.7,0.2,"Far Eastern"
"599",2005,"Arkhangelsk Oblast",7.6,45.6,17.6,1.3,0.6,"Northwestern"
"600",2005,"Astrakhan Oblast",4.2,61.9,11,0.8,0.2,"Southern"
"601",2005,"Republic of Bashkortostan",2.2,43.1,10,0.6,0.2,"Volga"
"602",2005,"Belgorod Oblast",2.9,43.6,11.1,1.2,0.1,"Central"
"603",2005,"Bryansk Oblast",6.1,33.6,8.6,0.6,0.2,"Central"
"604",2005,"Republic of Buryatia",5.2,31.4,13.5,0.4,0.1,"Far Eastern"
"605",2005,"Vladimir Oblast",3.4,50.6,16.9,1.3,0.3,"Central"
"606",2005,"Volgograd Oblast",3.5,53.4,11.5,2,0.4,"Southern"
"607",2005,"Vologda Oblast",10.6,89.2,21.9,0.6,0.7,"Northwestern"
"608",2005,"Voronezh Oblast",3.5,48,13.8,1.4,0.3,"Central"
"609",2005,"Republic of Dagestan",2.4,10.4,10.8,1.5,0.3,"North Caucasian"
"610",2005,"Jewish Autonomous Oblast",3.7,59.1,7.1,0.4,0.1,"Far Eastern"
"611",2005,"Zabaykalsky Krai",16.3,202.1,31,3,1.2,"Far Eastern"
"612",2005,"Ivanovo Oblast",9,76.6,12.5,1,0.4,"Central"
"613",2005,"Republic of Ingushetia",0.2,0.8,0.8,0.1,NA,"North Caucasian"
"614",2005,"Irkutsk Oblast",7,58.4,23,1.7,0.9,"Siberian"
"615",2005,"Kabardino-Balkar Republic",3.3,31.7,10.4,1.1,0.6,"North Caucasian"
"616",2005,"Kaliningrad Oblast",11,70.5,15.9,1.5,1,"Northwestern"
"617",2005,"Republic of Kalmykia",4.9,25.1,7.8,1.6,0.2,"Southern"
"618",2005,"Kaluga Oblast",3.8,64.1,13.9,1.6,0.3,"Central"
"619",2005,"Kamchatka Krai",8.6,50.5,22.8,2.1,1.4,"Far Eastern"
"620",2005,"Karachay-Cherkess Republic",4.6,20.9,5.3,0.4,0.4,"North Caucasian"
"621",2005,"Republic of Karelia",15,36.2,14.9,0.7,0.5,"Northwestern"
"622",2005,"Kemerovo Oblast",4.4,77.5,19.3,1.4,0.4,"Siberian"
"623",2005,"Kirov Oblast",9.7,56.2,12.8,0.7,0.2,"Volga"
"624",2005,"Kostroma Oblast",5.7,38.2,19.7,0.5,0.1,"Central"
"625",2005,"Krasnodar Krai",8.9,60.4,8.1,1.1,0.3,"Southern"
"626",2005,"Krasnoyarsk Krai",4.8,59.6,9.8,1,0.3,"Siberian"
"627",2005,"Republic of Crimea",NA,NA,NA,NA,NA,"Southern"
"628",2005,"Kurgan Oblast",4.8,45.9,7.4,0.6,0.1,"Ural"
"629",2005,"Kursk Oblast",7.4,72.5,7.9,1.5,0.3,"Central"
"630",2005,"Leningrad Oblast",10.9,66.7,23.2,3.9,0.8,"Northwestern"
"631",2005,"Lipetsk Oblast",3.1,57.1,10.5,0.8,0.2,"Central"
"632",2005,"Magadan Oblast",6.7,40.2,16.5,2,0.7,"Far Eastern"
"633",2005,"Mari El Republic",5.4,28.2,12.1,0.5,0.1,"Volga"
"634",2005,"Republic of Mordovia",5.2,37,9.9,0.4,0.1,"Volga"
"635",2005,"Moscow",6.4,108.5,24.2,3.7,1,"Central"
"636",2005,"Moscow Oblast",7.3,32.3,19.8,1.1,1.1,"Central"
"637",2005,"Murmansk Oblast",6.9,49.3,21.9,2.1,0.7,"Northwestern"
"638",2005,"Nenets Autonomous Okrug",7.6,45.6,17.6,1.3,0.6,"Northwestern"
"639",2005,"Nizhny Novgorod Oblast",6.9,60.1,11.9,1.4,0.3,"Volga"
"640",2005,"Novgorod Oblast",6.1,36.4,13.5,0.4,0.2,"Northwestern"
