Codice comune;Comune;Maschi;Femmine;Totale;Cittadinanza;Zona geografica;Continente
58001;Affile;8;13;21;Romania;Unione Europea;Europa
58001;Affile;5;3;8;Perù;America Centro-Meridionale;America
58001;Affile;0;5;5;Dominicana, Repubblica;America Centro-Meridionale;America
58001;Affile;1;3;4;Albania;Europa Centro-Orientale;Europa
58001;Affile;2;1;3;Nigeria;Africa Occidentale;Africa
58001;Affile;0;1;1;Spagna;Unione Europea;Europa
58002;Agosta;34;46;80;Romania;Unione Europea;Europa
58002;Agosta;2;5;7;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58002;Agosta;3;3;6;Albania;Europa Centro-Orientale;Europa
58002;Agosta;0;6;6;Moldova;Europa Centro-Orientale;Europa
58002;Agosta;3;3;6;Polonia;Unione Europea;Europa
58002;Agosta;3;1;4;Georgia;Asia Occidentale;Asia
58002;Agosta;1;2;3;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58002;Agosta;1;1;2;Croazia;Unione Europea;Europa
58002;Agosta;1;1;2;Kenya;Africa Orientale;Africa
58002;Agosta;2;0;2;Marocco;Africa Settentrionale;Africa
58002;Agosta;1;1;2;Nigeria;Africa Occidentale;Africa
58002;Agosta;1;0;1;Camerun;Africa Centro-Meridionale;Africa
58002;Agosta;1;0;1;Centrafricana, Repubblica;Africa Centro-Meridionale;Africa
58002;Agosta;0;1;1;Egitto;Africa Settentrionale;Africa
58002;Agosta;0;1;1;Francia;Unione Europea;Europa
58002;Agosta;0;1;1;Ucraina;Europa Centro-Orientale;Europa
58003;Albano Laziale;897;899;1796;Romania;Unione Europea;Europa
58003;Albano Laziale;97;105;202;Albania;Europa Centro-Orientale;Europa
58003;Albano Laziale;83;59;142;Egitto;Africa Settentrionale;Africa
58003;Albano Laziale;101;31;132;Bangladesh;Asia Centro-Meridionale;Asia
58003;Albano Laziale;71;60;131;India;Asia Centro-Meridionale;Asia
58003;Albano Laziale;23;106;129;Ucraina;Europa Centro-Orientale;Europa
58003;Albano Laziale;45;46;91;Cinese, Repubblica Popolare;Asia Orientale;Asia
58003;Albano Laziale;23;62;85;Polonia;Unione Europea;Europa
58003;Albano Laziale;27;50;77;Moldova;Europa Centro-Orientale;Europa
58003;Albano Laziale;40;21;61;Pakistan;Asia Centro-Meridionale;Asia
58003;Albano Laziale;37;24;61;Tunisia;Africa Settentrionale;Africa
58003;Albano Laziale;14;31;45;Spagna;Unione Europea;Europa
58003;Albano Laziale;18;15;33;Turchia;Europa Centro-Orientale;Europa
58003;Albano Laziale;19;11;30;Marocco;Africa Settentrionale;Africa
58003;Albano Laziale;12;14;26;Perù;America Centro-Meridionale;America
58003;Albano Laziale;10;15;25;Francia;Unione Europea;Europa
58003;Albano Laziale;10;12;22;Ecuador;America Centro-Meridionale;America
58003;Albano Laziale;5;16;21;Georgia;Asia Occidentale;Asia
58003;Albano Laziale;10;9;19;Bulgaria;Unione Europea;Europa
58003;Albano Laziale;3;15;18;Brasile;America Centro-Meridionale;America
58003;Albano Laziale;5;11;16;Filippine;Asia Orientale;Asia
58003;Albano Laziale;5;10;15;Germania;Unione Europea;Europa
58003;Albano Laziale;2;12;14;Cuba;America Centro-Meridionale;America
58003;Albano Laziale;3;10;13;Russa, Federazione;Europa Centro-Orientale;Europa
58003;Albano Laziale;11;2;13;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58003;Albano Laziale;7;5;12;Dominicana, Repubblica;America Centro-Meridionale;America
58003;Albano Laziale;4;8;12;Regno Unito;Altri paesi europei;Europa
58003;Albano Laziale;3;8;11;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58003;Albano Laziale;2;8;10;Nigeria;Africa Occidentale;Africa
58003;Albano Laziale;6;4;10;Senegal;Africa Occidentale;Africa
58003;Albano Laziale;3;7;10;Stati Uniti d'America;America Settentrionale;America
58003;Albano Laziale;4;4;8;Argentina;America Centro-Meridionale;America
58003;Albano Laziale;6;1;7;Algeria;Africa Settentrionale;Africa
58003;Albano Laziale;4;3;7;Colombia;America Centro-Meridionale;America
58003;Albano Laziale;1;6;7;El Salvador;America Centro-Meridionale;America
58003;Albano Laziale;2;5;7;Paesi Bassi;Unione Europea;Europa
58003;Albano Laziale;4;2;6;Afghanistan;Asia Centro-Meridionale;Asia
58003;Albano Laziale;3;3;6;Camerun;Africa Centro-Meridionale;Africa
58003;Albano Laziale;1;5;6;Capo Verde;Africa Occidentale;Africa
58003;Albano Laziale;3;3;6;Montenegro;Europa Centro-Orientale;Europa
58003;Albano Laziale;3;3;6;Portogallo;Unione Europea;Europa
58003;Albano Laziale;1;4;5;Belgio;Unione Europea;Europa
58003;Albano Laziale;0;5;5;Honduras;America Centro-Meridionale;America
58003;Albano Laziale;2;3;5;Messico;America Centro-Meridionale;America
58003;Albano Laziale;0;5;5;Svezia;Unione Europea;Europa
58003;Albano Laziale;2;2;4;Benin (ex Dahomey);Africa Occidentale;Africa
58003;Albano Laziale;3;1;4;Macedonia del Nord;Europa Centro-Orientale;Europa
58003;Albano Laziale;1;2;3;Giappone;Asia Orientale;Asia
58003;Albano Laziale;2;1;3;Kosovo;Europa Centro-Orientale;Europa
58003;Albano Laziale;2;1;3;Madagascar;Africa Orientale;Africa
58003;Albano Laziale;1;2;3;Mauritius;Africa Orientale;Africa
58003;Albano Laziale;0;2;2;Bielorussia;Europa Centro-Orientale;Europa
58003;Albano Laziale;1;1;2;Ceca, Repubblica;Unione Europea;Europa
58003;Albano Laziale;1;1;2;Costa d'Avorio;Africa Occidentale;Africa
58003;Albano Laziale;0;2;2;Eritrea;Africa Orientale;Africa
58003;Albano Laziale;1;1;2;Ghana;Africa Occidentale;Africa
58003;Albano Laziale;0;2;2;Kazakhstan;Asia Centro-Meridionale;Asia
58003;Albano Laziale;0;2;2;Lituania;Unione Europea;Europa
58003;Albano Laziale;0;2;2;Panama;America Centro-Meridionale;America
58003;Albano Laziale;0;2;2;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58003;Albano Laziale;0;2;2;Siria;Asia Occidentale;Asia
58003;Albano Laziale;0;2;2;Thailandia;Asia Orientale;Asia
58003;Albano Laziale;2;0;2;Togo;Africa Occidentale;Africa
58003;Albano Laziale;0;2;2;Ungheria;Unione Europea;Europa
58003;Albano Laziale;0;2;2;Venezuela;America Centro-Meridionale;America
58003;Albano Laziale;1;0;1;Angola;Africa Centro-Meridionale;Africa
58003;Albano Laziale;0;1;1;Austria;Unione Europea;Europa
58003;Albano Laziale;0;1;1;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58003;Albano Laziale;1;0;1;Burkina Faso (ex Alto Volta);Africa Occidentale;Africa
58003;Albano Laziale;1;0;1;Burundi;Africa Orientale;Africa
58003;Albano Laziale;0;1;1;Canada;America Settentrionale;America
58003;Albano Laziale;0;1;1;Cile;America Centro-Meridionale;America
58003;Albano Laziale;0;1;1;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58003;Albano Laziale;0;1;1;Corea, Repubblica (Corea del Sud);Asia Orientale;Asia
58003;Albano Laziale;1;0;1;Costa Rica;America Centro-Meridionale;America
58003;Albano Laziale;0;1;1;Croazia;Unione Europea;Europa
58003;Albano Laziale;1;0;1;Danimarca;Unione Europea;Europa
58003;Albano Laziale;1;0;1;Etiopia;Africa Orientale;Africa
58003;Albano Laziale;1;0;1;Gambia;Africa Occidentale;Africa
58003;Albano Laziale;1;0;1;Grecia;Unione Europea;Europa
58003;Albano Laziale;1;0;1;Guatemala;America Centro-Meridionale;America
58003;Albano Laziale;1;0;1;Guinea;Africa Occidentale;Africa
58003;Albano Laziale;1;0;1;Iraq;Asia Occidentale;Asia
58003;Albano Laziale;0;1;1;Kirghizistan;Asia Centro-Meridionale;Asia
58003;Albano Laziale;0;1;1;Lettonia;Unione Europea;Europa
58003;Albano Laziale;0;1;1;Malta;Unione Europea;Europa
58003;Albano Laziale;0;1;1;Mongolia;Asia Orientale;Asia
58003;Albano Laziale;1;0;1;Mozambico;Africa Orientale;Africa
58003;Albano Laziale;0;1;1;Norvegia;Altri paesi europei;Europa
58003;Albano Laziale;0;1;1;Paraguay;America Centro-Meridionale;America
58003;Albano Laziale;1;0;1;Sierra Leone;Africa Occidentale;Africa
58003;Albano Laziale;0;1;1;Slovacchia;Unione Europea;Europa
58003;Albano Laziale;1;0;1;Sud Africa;Africa Centro-Meridionale;Africa
58004;Allumiere;69;71;140;Romania;Unione Europea;Europa
58004;Allumiere;5;6;11;Albania;Europa Centro-Orientale;Europa
58004;Allumiere;1;4;5;Polonia;Unione Europea;Europa
58004;Allumiere;2;2;4;Nigeria;Africa Occidentale;Africa
58004;Allumiere;2;1;3;Cinese, Repubblica Popolare;Asia Orientale;Asia
58004;Allumiere;3;0;3;Iraq;Asia Occidentale;Asia
58004;Allumiere;1;1;2;Brasile;America Centro-Meridionale;America
58004;Allumiere;0;2;2;Cuba;America Centro-Meridionale;America
58004;Allumiere;1;1;2;Lituania;Unione Europea;Europa
58004;Allumiere;1;1;2;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58004;Allumiere;0;2;2;Ucraina;Europa Centro-Orientale;Europa
58004;Allumiere;0;1;1;Algeria;Africa Settentrionale;Africa
58004;Allumiere;1;0;1;Bangladesh;Asia Centro-Meridionale;Asia
58004;Allumiere;0;1;1;Francia;Unione Europea;Europa
58004;Allumiere;0;1;1;Giamaica;America Centro-Meridionale;America
58004;Allumiere;0;1;1;Haiti;America Centro-Meridionale;America
58004;Allumiere;0;1;1;Marocco;Africa Settentrionale;Africa
58004;Allumiere;0;1;1;Paesi Bassi;Unione Europea;Europa
58004;Allumiere;0;1;1;Perù;America Centro-Meridionale;America
58004;Allumiere;0;1;1;Regno Unito;Altri paesi europei;Europa
58004;Allumiere;1;0;1;Russa, Federazione;Europa Centro-Orientale;Europa
58004;Allumiere;1;0;1;Tunisia;Africa Settentrionale;Africa
58005;Anguillara Sabazia;378;445;823;Romania;Unione Europea;Europa
58005;Anguillara Sabazia;50;71;121;Polonia;Unione Europea;Europa
58005;Anguillara Sabazia;50;40;90;Albania;Europa Centro-Orientale;Europa
58005;Anguillara Sabazia;27;62;89;Ucraina;Europa Centro-Orientale;Europa
58005;Anguillara Sabazia;22;38;60;Perù;America Centro-Meridionale;America
58005;Anguillara Sabazia;21;20;41;Macedonia del Nord;Europa Centro-Orientale;Europa
58005;Anguillara Sabazia;20;20;40;India;Asia Centro-Meridionale;Asia
58005;Anguillara Sabazia;33;6;39;Egitto;Africa Settentrionale;Africa
58005;Anguillara Sabazia;11;18;29;Regno Unito;Altri paesi europei;Europa
58005;Anguillara Sabazia;12;15;27;Bangladesh;Asia Centro-Meridionale;Asia
58005;Anguillara Sabazia;15;11;26;Algeria;Africa Settentrionale;Africa
58005;Anguillara Sabazia;13;13;26;El Salvador;America Centro-Meridionale;America
58005;Anguillara Sabazia;8;17;25;Moldova;Europa Centro-Orientale;Europa
58005;Anguillara Sabazia;9;13;22;Francia;Unione Europea;Europa
58005;Anguillara Sabazia;3;13;16;Germania;Unione Europea;Europa
58005;Anguillara Sabazia;11;5;16;Marocco;Africa Settentrionale;Africa
58005;Anguillara Sabazia;9;5;14;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58005;Anguillara Sabazia;7;6;13;Filippine;Asia Orientale;Asia
58005;Anguillara Sabazia;4;9;13;Spagna;Unione Europea;Europa
58005;Anguillara Sabazia;1;10;11;Brasile;America Centro-Meridionale;America
58005;Anguillara Sabazia;3;8;11;Ecuador;America Centro-Meridionale;America
58005;Anguillara Sabazia;2;8;10;Stati Uniti d'America;America Settentrionale;America
58005;Anguillara Sabazia;3;6;9;Venezuela;America Centro-Meridionale;America
58005;Anguillara Sabazia;3;5;8;Bulgaria;Unione Europea;Europa
58005;Anguillara Sabazia;4;4;8;Colombia;America Centro-Meridionale;America
58005;Anguillara Sabazia;0;8;8;Russa, Federazione;Europa Centro-Orientale;Europa
58005;Anguillara Sabazia;5;3;8;Tunisia;Africa Settentrionale;Africa
58005;Anguillara Sabazia;3;4;7;Libia;Africa Settentrionale;Africa
58005;Anguillara Sabazia;5;2;7;Senegal;Africa Occidentale;Africa
58005;Anguillara Sabazia;5;2;7;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58005;Anguillara Sabazia;3;3;6;Cinese, Repubblica Popolare;Asia Orientale;Asia
58005;Anguillara Sabazia;3;2;5;Argentina;America Centro-Meridionale;America
58005;Anguillara Sabazia;0;5;5;Bielorussia;Europa Centro-Orientale;Europa
58005;Anguillara Sabazia;2;3;5;Corea, Repubblica (Corea del Sud);Asia Orientale;Asia
58005;Anguillara Sabazia;0;5;5;Georgia;Asia Occidentale;Asia
58005;Anguillara Sabazia;2;3;5;Nigeria;Africa Occidentale;Africa
58005;Anguillara Sabazia;1;4;5;Paesi Bassi;Unione Europea;Europa
58005;Anguillara Sabazia;1;3;4;Ceca, Repubblica;Unione Europea;Europa
58005;Anguillara Sabazia;1;3;4;Cuba;America Centro-Meridionale;America
58005;Anguillara Sabazia;0;4;4;Giappone;Asia Orientale;Asia
58005;Anguillara Sabazia;1;2;3;Costa d'Avorio;Africa Occidentale;Africa
58005;Anguillara Sabazia;1;2;3;Croazia;Unione Europea;Europa
58005;Anguillara Sabazia;1;2;3;Dominicana, Repubblica;America Centro-Meridionale;America
58005;Anguillara Sabazia;3;0;3;Iraq;Asia Occidentale;Asia
58005;Anguillara Sabazia;1;2;3;Libano;Asia Occidentale;Asia
58005;Anguillara Sabazia;3;0;3;Pakistan;Asia Centro-Meridionale;Asia
58005;Anguillara Sabazia;0;3;3;Portogallo;Unione Europea;Europa
58005;Anguillara Sabazia;2;1;3;Svezia;Unione Europea;Europa
58005;Anguillara Sabazia;1;1;2;Angola;Africa Centro-Meridionale;Africa
58005;Anguillara Sabazia;0;2;2;Austria;Unione Europea;Europa
58005;Anguillara Sabazia;1;1;2;Finlandia;Unione Europea;Europa
58005;Anguillara Sabazia;1;1;2;Israele;Asia Occidentale;Asia
58005;Anguillara Sabazia;1;1;2;Lettonia;Unione Europea;Europa
58005;Anguillara Sabazia;1;1;2;Madagascar;Africa Orientale;Africa
58005;Anguillara Sabazia;0;2;2;Messico;America Centro-Meridionale;America
58005;Anguillara Sabazia;1;1;2;Norvegia;Altri paesi europei;Europa
58005;Anguillara Sabazia;1;1;2;Ruanda;Africa Orientale;Africa
58005;Anguillara Sabazia;0;2;2;Slovacchia;Unione Europea;Europa
58005;Anguillara Sabazia;1;1;2;Ungheria;Unione Europea;Europa
58005;Anguillara Sabazia;0;1;1;Belgio;Unione Europea;Europa
58005;Anguillara Sabazia;0;1;1;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58005;Anguillara Sabazia;1;0;1;Burkina Faso (ex Alto Volta);Africa Occidentale;Africa
58005;Anguillara Sabazia;0;1;1;Canada;America Settentrionale;America
58005;Anguillara Sabazia;0;1;1;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58005;Anguillara Sabazia;0;1;1;Danimarca;Unione Europea;Europa
58005;Anguillara Sabazia;1;0;1;Eritrea;Africa Orientale;Africa
58005;Anguillara Sabazia;0;1;1;Etiopia;Africa Orientale;Africa
58005;Anguillara Sabazia;1;0;1;Grecia;Unione Europea;Europa
58005;Anguillara Sabazia;0;1;1;Guinea;Africa Occidentale;Africa
58005;Anguillara Sabazia;1;0;1;Guinea Bissau;Africa Occidentale;Africa
58005;Anguillara Sabazia;0;1;1;Honduras;America Centro-Meridionale;America
58005;Anguillara Sabazia;1;0;1;Irlanda;Unione Europea;Europa
58005;Anguillara Sabazia;0;1;1;Kenya;Africa Orientale;Africa
58005;Anguillara Sabazia;0;1;1;Lituania;Unione Europea;Europa
58005;Anguillara Sabazia;1;0;1;Mali;Africa Occidentale;Africa
58005;Anguillara Sabazia;0;1;1;Nuova Zelanda;Oceania;Oceania
58005;Anguillara Sabazia;0;1;1;Paraguay;America Centro-Meridionale;America
58005;Anguillara Sabazia;1;0;1;San Marino;Altri paesi europei;Europa
58005;Anguillara Sabazia;1;0;1;Sierra Leone;Africa Occidentale;Africa
58005;Anguillara Sabazia;0;1;1;Siria;Asia Occidentale;Asia
58005;Anguillara Sabazia;0;1;1;Uganda;Africa Orientale;Africa
58005;Anguillara Sabazia;1;0;1;Uruguay;America Centro-Meridionale;America
58006;Anticoli Corrado;18;17;35;Romania;Unione Europea;Europa
58006;Anticoli Corrado;13;0;13;Egitto;Africa Settentrionale;Africa
58006;Anticoli Corrado;3;2;5;Nigeria;Africa Occidentale;Africa
58006;Anticoli Corrado;0;3;3;Brasile;America Centro-Meridionale;America
58006;Anticoli Corrado;1;2;3;Germania;Unione Europea;Europa
58006;Anticoli Corrado;0;3;3;Ucraina;Europa Centro-Orientale;Europa
58006;Anticoli Corrado;0;1;1;Ceca, Repubblica;Unione Europea;Europa
58006;Anticoli Corrado;1;0;1;Cinese, Repubblica Popolare;Asia Orientale;Asia
58006;Anticoli Corrado;0;1;1;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58006;Anticoli Corrado;1;0;1;Iraq;Asia Occidentale;Asia
58006;Anticoli Corrado;1;0;1;Marocco;Africa Settentrionale;Africa
58006;Anticoli Corrado;0;1;1;Polonia;Unione Europea;Europa
58006;Anticoli Corrado;0;1;1;Regno Unito;Altri paesi europei;Europa
58006;Anticoli Corrado;0;1;1;Ruanda;Africa Orientale;Africa
58006;Anticoli Corrado;1;0;1;Territori dell'Autonomia Palestinese;Asia Occidentale;Asia
58006;Anticoli Corrado;0;1;1;Venezuela;America Centro-Meridionale;America
58006;Anticoli Corrado;1;0;1;Yemen;Asia Occidentale;Asia
58007;Anzio;1351;515;1866;India;Asia Centro-Meridionale;Asia
58007;Anzio;673;785;1458;Romania;Unione Europea;Europa
58007;Anzio;548;163;711;Pakistan;Asia Centro-Meridionale;Asia
58007;Anzio;371;170;541;Marocco;Africa Settentrionale;Africa
58007;Anzio;234;279;513;Bulgaria;Unione Europea;Europa
58007;Anzio;160;127;287;Nigeria;Africa Occidentale;Africa
58007;Anzio;142;72;214;Tunisia;Africa Settentrionale;Africa
58007;Anzio;61;149;210;Ucraina;Europa Centro-Orientale;Europa
58007;Anzio;61;95;156;Moldova;Europa Centro-Orientale;Europa
58007;Anzio;41;103;144;Polonia;Unione Europea;Europa
58007;Anzio;62;55;117;Albania;Europa Centro-Orientale;Europa
58007;Anzio;46;63;109;Perù;America Centro-Meridionale;America
58007;Anzio;84;22;106;Bangladesh;Asia Centro-Meridionale;Asia
58007;Anzio;69;28;97;Egitto;Africa Settentrionale;Africa
58007;Anzio;44;46;90;Cinese, Repubblica Popolare;Asia Orientale;Asia
58007;Anzio;22;63;85;Russa, Federazione;Europa Centro-Orientale;Europa
58007;Anzio;17;42;59;Brasile;America Centro-Meridionale;America
58007;Anzio;12;31;43;Cuba;America Centro-Meridionale;America
58007;Anzio;11;21;32;Filippine;Asia Orientale;Asia
58007;Anzio;12;20;32;Germania;Unione Europea;Europa
58007;Anzio;12;18;30;Regno Unito;Altri paesi europei;Europa
58007;Anzio;12;17;29;Francia;Unione Europea;Europa
58007;Anzio;8;21;29;Spagna;Unione Europea;Europa
58007;Anzio;14;12;26;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58007;Anzio;12;13;25;Ecuador;America Centro-Meridionale;America
58007;Anzio;22;2;24;Afghanistan;Asia Centro-Meridionale;Asia
58007;Anzio;14;10;24;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58007;Anzio;19;4;23;Algeria;Africa Settentrionale;Africa
58007;Anzio;18;4;22;Senegal;Africa Occidentale;Africa
58007;Anzio;8;12;20;Venezuela;America Centro-Meridionale;America
58007;Anzio;7;10;17;Stati Uniti d'America;America Settentrionale;America
58007;Anzio;6;10;16;Ceca, Repubblica;Unione Europea;Europa
58007;Anzio;6;10;16;Colombia;America Centro-Meridionale;America
58007;Anzio;6;9;15;Capo Verde;Africa Occidentale;Africa
58007;Anzio;8;6;14;Sierra Leone;Africa Occidentale;Africa
58007;Anzio;6;7;13;Macedonia del Nord;Europa Centro-Orientale;Europa
58007;Anzio;9;4;13;Turchia;Europa Centro-Orientale;Europa
58007;Anzio;3;9;12;Argentina;America Centro-Meridionale;America
58007;Anzio;3;7;10;Portogallo;Unione Europea;Europa
58007;Anzio;3;7;10;Svizzera;Altri paesi europei;Europa
58007;Anzio;3;6;9;Siria;Asia Occidentale;Asia
58007;Anzio;3;6;9;Ungheria;Unione Europea;Europa
58007;Anzio;4;4;8;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58007;Anzio;2;6;8;Georgia;Asia Occidentale;Asia
58007;Anzio;2;6;8;Honduras;America Centro-Meridionale;America
58007;Anzio;5;3;8;Libia;Africa Settentrionale;Africa
58007;Anzio;3;5;8;Paesi Bassi;Unione Europea;Europa
58007;Anzio;4;4;8;Togo;Africa Occidentale;Africa
58007;Anzio;0;7;7;Bielorussia;Europa Centro-Orientale;Europa
58007;Anzio;3;4;7;Etiopia;Africa Orientale;Africa
58007;Anzio;6;1;7;Ghana;Africa Occidentale;Africa
58007;Anzio;1;6;7;Libano;Asia Occidentale;Asia
58007;Anzio;7;0;7;Mali;Africa Occidentale;Africa
58007;Anzio;1;5;6;Belgio;Unione Europea;Europa
58007;Anzio;4;2;6;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58007;Anzio;1;5;6;Grecia;Unione Europea;Europa
58007;Anzio;1;5;6;Lituania;Unione Europea;Europa
58007;Anzio;0;6;6;Thailandia;Asia Orientale;Asia
58007;Anzio;5;0;5;Gambia;Africa Occidentale;Africa
58007;Anzio;5;0;5;Guinea;Africa Occidentale;Africa
58007;Anzio;0;5;5;Indonesia;Asia Orientale;Asia
58007;Anzio;2;3;5;Kazakhstan;Asia Centro-Meridionale;Asia
58007;Anzio;2;3;5;Slovacchia;Unione Europea;Europa
58007;Anzio;1;4;5;Somalia;Africa Orientale;Africa
58007;Anzio;2;3;5;Uruguay;America Centro-Meridionale;America
58007;Anzio;2;2;4;Angola;Africa Centro-Meridionale;Africa
58007;Anzio;0;4;4;Austria;Unione Europea;Europa
58007;Anzio;4;0;4;Camerun;Africa Centro-Meridionale;Africa
58007;Anzio;3;1;4;Costa d'Avorio;Africa Occidentale;Africa
58007;Anzio;2;2;4;Croazia;Unione Europea;Europa
58007;Anzio;2;2;4;Dominicana, Repubblica;America Centro-Meridionale;America
58007;Anzio;2;2;4;Kenya;Africa Orientale;Africa
58007;Anzio;1;3;4;Liberia;Africa Occidentale;Africa
58007;Anzio;0;4;4;Mozambico;Africa Orientale;Africa
58007;Anzio;2;2;4;Niger;Africa Occidentale;Africa
58007;Anzio;2;1;3;Armenia;Asia Occidentale;Asia
58007;Anzio;2;1;3;Dominica;America Centro-Meridionale;America
58007;Anzio;1;2;3;Giappone;Asia Orientale;Asia
58007;Anzio;0;3;3;Messico;America Centro-Meridionale;America
58007;Anzio;1;2;3;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58007;Anzio;2;0;2;Benin (ex Dahomey);Africa Occidentale;Africa
58007;Anzio;1;1;2;Canada;America Settentrionale;America
58007;Anzio;0;2;2;Cile;America Centro-Meridionale;America
58007;Anzio;2;0;2;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58007;Anzio;1;1;2;Eritrea;Africa Orientale;Africa
58007;Anzio;1;1;2;Giordania;Asia Occidentale;Asia
58007;Anzio;1;1;2;Lettonia;Unione Europea;Europa
58007;Anzio;1;1;2;Nepal;Asia Centro-Meridionale;Asia
58007;Anzio;0;2;2;Nicaragua;America Centro-Meridionale;America
58007;Anzio;1;1;2;Norvegia;Altri paesi europei;Europa
58007;Anzio;2;0;2;Territori dell'Autonomia Palestinese;Asia Occidentale;Asia
58007;Anzio;0;1;1;Bolivia;America Centro-Meridionale;America
58007;Anzio;0;1;1;Burkina Faso (ex Alto Volta);Africa Occidentale;Africa
58007;Anzio;0;1;1;Corea, Repubblica (Corea del Sud);Asia Orientale;Asia
58007;Anzio;0;1;1;Costa Rica;America Centro-Meridionale;America
58007;Anzio;1;0;1;Danimarca;Unione Europea;Europa
58007;Anzio;0;1;1;Estonia;Unione Europea;Europa
58007;Anzio;0;1;1;Finlandia;Unione Europea;Europa
58007;Anzio;0;1;1;Guatemala;America Centro-Meridionale;America
58007;Anzio;1;0;1;Guinea Bissau;Africa Occidentale;Africa
58007;Anzio;1;0;1;Irlanda;Unione Europea;Europa
58007;Anzio;0;1;1;Islanda;Altri paesi europei;Europa
58007;Anzio;0;1;1;Israele;Asia Occidentale;Asia
58007;Anzio;0;1;1;Kosovo;Europa Centro-Orientale;Europa
58007;Anzio;0;1;1;Malawi;Africa Orientale;Africa
58007;Anzio;0;1;1;Mauritania;Africa Occidentale;Africa
58007;Anzio;1;0;1;Sud Africa;Africa Centro-Meridionale;Africa
58007;Anzio;0;1;1;Sudan;Africa Settentrionale;Africa
58007;Anzio;1;0;1;Svezia;Unione Europea;Europa
58007;Anzio;0;1;1;Taiwan (ex Formosa);Asia Orientale;Asia
58007;Anzio;0;1;1;Vietnam;Asia Orientale;Asia
58008;Arcinazzo Romano;6;6;12;Romania;Unione Europea;Europa
58008;Arcinazzo Romano;1;2;3;Nigeria;Africa Occidentale;Africa
58008;Arcinazzo Romano;1;0;1;Albania;Europa Centro-Orientale;Europa
58008;Arcinazzo Romano;1;0;1;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58008;Arcinazzo Romano;1;0;1;Dominicana, Repubblica;America Centro-Meridionale;America
58008;Arcinazzo Romano;1;0;1;Macedonia del Nord;Europa Centro-Orientale;Europa
58008;Arcinazzo Romano;0;1;1;Polonia;Unione Europea;Europa
58008;Arcinazzo Romano;1;0;1;Regno Unito;Altri paesi europei;Europa
58008;Arcinazzo Romano;0;1;1;Senegal;Africa Occidentale;Africa
58008;Arcinazzo Romano;0;1;1;Spagna;Unione Europea;Europa
58117;Ardea;1251;1364;2615;Romania;Unione Europea;Europa
58117;Ardea;375;145;520;India;Asia Centro-Meridionale;Asia
58117;Ardea;290;80;370;Marocco;Africa Settentrionale;Africa
58117;Ardea;160;182;342;Bulgaria;Unione Europea;Europa
58117;Ardea;116;196;312;Polonia;Unione Europea;Europa
58117;Ardea;60;156;216;Ucraina;Europa Centro-Orientale;Europa
58117;Ardea;91;85;176;Albania;Europa Centro-Orientale;Europa
58117;Ardea;131;45;176;Tunisia;Africa Settentrionale;Africa
58117;Ardea;62;73;135;Moldova;Europa Centro-Orientale;Europa
58117;Ardea;105;17;122;Bangladesh;Asia Centro-Meridionale;Asia
58117;Ardea;85;37;122;Pakistan;Asia Centro-Meridionale;Asia
58117;Ardea;66;41;107;Macedonia del Nord;Europa Centro-Orientale;Europa
58117;Ardea;67;17;84;Egitto;Africa Settentrionale;Africa
58117;Ardea;33;33;66;Cinese, Repubblica Popolare;Asia Orientale;Asia
58117;Ardea;23;42;65;Filippine;Asia Orientale;Asia
58117;Ardea;13;40;53;Brasile;America Centro-Meridionale;America
58117;Ardea;21;25;46;Perù;America Centro-Meridionale;America
58117;Ardea;14;27;41;Russa, Federazione;Europa Centro-Orientale;Europa
58117;Ardea;13;27;40;Cuba;America Centro-Meridionale;America
58117;Ardea;20;19;39;Nigeria;Africa Occidentale;Africa
58117;Ardea;19;15;34;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58117;Ardea;11;17;28;Francia;Unione Europea;Europa
58117;Ardea;8;16;24;Ecuador;America Centro-Meridionale;America
58117;Ardea;11;12;23;Colombia;America Centro-Meridionale;America
58117;Ardea;8;14;22;Regno Unito;Altri paesi europei;Europa
58117;Ardea;5;13;18;Germania;Unione Europea;Europa
58117;Ardea;8;8;16;Venezuela;America Centro-Meridionale;America
