Codice comune;Comune;Maschi;Femmine;Totale;Cittadinanza;Zona geografica;Continente
58050;Lanuvio;21;5;26;Egitto;Africa Settentrionale;Africa
58050;Lanuvio;6;18;24;Ucraina;Europa Centro-Orientale;Europa
58050;Lanuvio;6;17;23;Polonia;Unione Europea;Europa
58050;Lanuvio;9;10;19;Cinese, Repubblica Popolare;Asia Orientale;Asia
58050;Lanuvio;9;5;14;Albania;Europa Centro-Orientale;Europa
58050;Lanuvio;2;11;13;Brasile;America Centro-Meridionale;America
58050;Lanuvio;7;5;12;Marocco;Africa Settentrionale;Africa
58050;Lanuvio;8;3;11;Afghanistan;Asia Centro-Meridionale;Asia
58050;Lanuvio;8;3;11;Tunisia;Africa Settentrionale;Africa
58050;Lanuvio;3;7;10;Moldova;Europa Centro-Orientale;Europa
58050;Lanuvio;5;4;9;Capo Verde;Africa Occidentale;Africa
58050;Lanuvio;3;5;8;Macedonia del Nord;Europa Centro-Orientale;Europa
58050;Lanuvio;2;5;7;Germania;Unione Europea;Europa
58050;Lanuvio;5;2;7;Regno Unito;Altri paesi europei;Europa
58050;Lanuvio;2;4;6;Cuba;America Centro-Meridionale;America
58050;Lanuvio;2;3;5;Francia;Unione Europea;Europa
58050;Lanuvio;4;1;5;Senegal;Africa Occidentale;Africa
58050;Lanuvio;2;2;4;Bulgaria;Unione Europea;Europa
58050;Lanuvio;1;3;4;Etiopia;Africa Orientale;Africa
58050;Lanuvio;1;3;4;Filippine;Asia Orientale;Asia
58050;Lanuvio;2;2;4;Perù;America Centro-Meridionale;America
58050;Lanuvio;1;2;3;Benin (ex Dahomey);Africa Occidentale;Africa
58050;Lanuvio;1;2;3;Burkina Faso (ex Alto Volta);Africa Occidentale;Africa
58050;Lanuvio;1;2;3;Indonesia;Asia Orientale;Asia
58050;Lanuvio;1;2;3;Venezuela;America Centro-Meridionale;America
58050;Lanuvio;1;1;2;Algeria;Africa Settentrionale;Africa
58050;Lanuvio;0;2;2;Austria;Unione Europea;Europa
58050;Lanuvio;2;0;2;Danimarca;Unione Europea;Europa
58050;Lanuvio;1;1;2;Giappone;Asia Orientale;Asia
58050;Lanuvio;0;2;2;Kazakhstan;Asia Centro-Meridionale;Asia
58050;Lanuvio;2;0;2;Libano;Asia Occidentale;Asia
58050;Lanuvio;1;1;2;Nigeria;Africa Occidentale;Africa
58050;Lanuvio;1;1;2;Paesi Bassi;Unione Europea;Europa
58050;Lanuvio;2;0;2;Pakistan;Asia Centro-Meridionale;Asia
58050;Lanuvio;1;1;2;Svizzera;Altri paesi europei;Europa
58050;Lanuvio;0;2;2;Thailandia;Asia Orientale;Asia
58050;Lanuvio;1;0;1;Argentina;America Centro-Meridionale;America
58050;Lanuvio;1;0;1;Australia;Oceania;Oceania
58050;Lanuvio;1;0;1;Bangladesh;Asia Centro-Meridionale;Asia
58050;Lanuvio;1;0;1;Belgio;Unione Europea;Europa
58050;Lanuvio;0;1;1;Bielorussia;Europa Centro-Orientale;Europa
58050;Lanuvio;1;0;1;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58050;Lanuvio;0;1;1;Camerun;Africa Centro-Meridionale;Africa
58050;Lanuvio;1;0;1;Costa d'Avorio;Africa Occidentale;Africa
58050;Lanuvio;0;1;1;Ecuador;America Centro-Meridionale;America
58050;Lanuvio;1;0;1;Eritrea;Africa Orientale;Africa
58050;Lanuvio;0;1;1;Finlandia;Unione Europea;Europa
58050;Lanuvio;0;1;1;Giamaica;America Centro-Meridionale;America
58050;Lanuvio;1;0;1;Grecia;Unione Europea;Europa
58050;Lanuvio;0;1;1;Haiti;America Centro-Meridionale;America
58050;Lanuvio;0;1;1;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58050;Lanuvio;1;0;1;Iraq;Asia Occidentale;Asia
58050;Lanuvio;0;1;1;Lettonia;Unione Europea;Europa
58050;Lanuvio;0;1;1;Mauritius;Africa Orientale;Africa
58050;Lanuvio;0;1;1;Messico;America Centro-Meridionale;America
58050;Lanuvio;1;0;1;Portogallo;Unione Europea;Europa
58050;Lanuvio;0;1;1;Russa, Federazione;Europa Centro-Orientale;Europa
58050;Lanuvio;0;1;1;Somalia;Africa Orientale;Africa
58050;Lanuvio;0;1;1;Stati Uniti d'America;America Settentrionale;America
58050;Lanuvio;1;0;1;Togo;Africa Occidentale;Africa
58115;Lariano;204;258;462;Romania;Unione Europea;Europa
58115;Lariano;78;37;115;Marocco;Africa Settentrionale;Africa
58115;Lariano;12;15;27;Albania;Europa Centro-Orientale;Europa
58115;Lariano;13;5;18;India;Asia Centro-Meridionale;Asia
58115;Lariano;16;1;17;Egitto;Africa Settentrionale;Africa
58115;Lariano;12;5;17;Tunisia;Africa Settentrionale;Africa
58115;Lariano;8;7;15;Cinese, Repubblica Popolare;Asia Orientale;Asia
58115;Lariano;5;7;12;Polonia;Unione Europea;Europa
58115;Lariano;3;8;11;Moldova;Europa Centro-Orientale;Europa
58115;Lariano;0;11;11;Ucraina;Europa Centro-Orientale;Europa
58115;Lariano;3;7;10;Russa, Federazione;Europa Centro-Orientale;Europa
58115;Lariano;2;3;5;Bielorussia;Europa Centro-Orientale;Europa
58115;Lariano;3;2;5;Francia;Unione Europea;Europa
58115;Lariano;3;2;5;Nigeria;Africa Occidentale;Africa
58115;Lariano;1;3;4;Cuba;America Centro-Meridionale;America
58115;Lariano;2;1;3;Argentina;America Centro-Meridionale;America
58115;Lariano;3;0;3;Bangladesh;Asia Centro-Meridionale;Asia
58115;Lariano;0;3;3;Brasile;America Centro-Meridionale;America
58115;Lariano;2;1;3;Etiopia;Africa Orientale;Africa
58115;Lariano;0;3;3;Germania;Unione Europea;Europa
58115;Lariano;1;2;3;Macedonia del Nord;Europa Centro-Orientale;Europa
58115;Lariano;0;3;3;Perù;America Centro-Meridionale;America
58115;Lariano;1;1;2;Belgio;Unione Europea;Europa
58115;Lariano;0;2;2;Colombia;America Centro-Meridionale;America
58115;Lariano;1;1;2;Filippine;Asia Orientale;Asia
58115;Lariano;0;2;2;Spagna;Unione Europea;Europa
58115;Lariano;1;1;2;Stati Uniti d'America;America Settentrionale;America
58115;Lariano;1;1;2;Venezuela;America Centro-Meridionale;America
58115;Lariano;0;1;1;Algeria;Africa Settentrionale;Africa
58115;Lariano;1;0;1;Australia;Oceania;Oceania
58115;Lariano;0;1;1;Austria;Unione Europea;Europa
58115;Lariano;1;0;1;Bulgaria;Unione Europea;Europa
58115;Lariano;0;1;1;Canada;America Settentrionale;America
58115;Lariano;1;0;1;Capo Verde;Africa Occidentale;Africa
58115;Lariano;0;1;1;Ceca, Repubblica;Unione Europea;Europa
58115;Lariano;1;0;1;Costa d'Avorio;Africa Occidentale;Africa
58115;Lariano;0;1;1;Ecuador;America Centro-Meridionale;America
58115;Lariano;0;1;1;El Salvador;America Centro-Meridionale;America
58115;Lariano;0;1;1;Giappone;Asia Orientale;Asia
58115;Lariano;1;0;1;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58115;Lariano;0;1;1;Mauritius;Africa Orientale;Africa
58115;Lariano;1;0;1;Portogallo;Unione Europea;Europa
58115;Lariano;0;1;1;Regno Unito;Altri paesi europei;Europa
58115;Lariano;1;0;1;Senegal;Africa Occidentale;Africa
58115;Lariano;1;0;1;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58115;Lariano;0;1;1;Thailandia;Asia Orientale;Asia
58115;Lariano;0;1;1;Zimbabwe (ex Rhodesia);Africa Orientale;Africa
58051;Licenza;34;30;64;Romania;Unione Europea;Europa
58051;Licenza;5;3;8;Albania;Europa Centro-Orientale;Europa
58051;Licenza;0;3;3;Bulgaria;Unione Europea;Europa
58051;Licenza;1;1;2;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58051;Licenza;0;1;1;Argentina;America Centro-Meridionale;America
58051;Licenza;1;0;1;Azerbaigian;Asia Occidentale;Asia
58051;Licenza;0;1;1;Filippine;Asia Orientale;Asia
58051;Licenza;0;1;1;Georgia;Asia Occidentale;Asia
58051;Licenza;0;1;1;Tunisia;Africa Settentrionale;Africa
58051;Licenza;0;1;1;Venezuela;America Centro-Meridionale;America
58052;Magliano Romano;62;67;129;Romania;Unione Europea;Europa
58052;Magliano Romano;6;5;11;Albania;Europa Centro-Orientale;Europa
58052;Magliano Romano;2;6;8;Polonia;Unione Europea;Europa
58052;Magliano Romano;2;5;7;Kosovo;Europa Centro-Orientale;Europa
58052;Magliano Romano;6;0;6;Tunisia;Africa Settentrionale;Africa
58052;Magliano Romano;2;3;5;Filippine;Asia Orientale;Asia
58052;Magliano Romano;1;3;4;Ucraina;Europa Centro-Orientale;Europa
58052;Magliano Romano;1;2;3;Bulgaria;Unione Europea;Europa
58052;Magliano Romano;2;1;3;India;Asia Centro-Meridionale;Asia
58052;Magliano Romano;0;2;2;Cuba;America Centro-Meridionale;America
58052;Magliano Romano;1;1;2;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58052;Magliano Romano;0;1;1;Brasile;America Centro-Meridionale;America
58052;Magliano Romano;0;1;1;El Salvador;America Centro-Meridionale;America
58052;Magliano Romano;0;1;1;Georgia;Asia Occidentale;Asia
58052;Magliano Romano;1;0;1;Giamaica;America Centro-Meridionale;America
58052;Magliano Romano;1;0;1;Macedonia del Nord;Europa Centro-Orientale;Europa
58052;Magliano Romano;1;0;1;Malta;Unione Europea;Europa
58052;Magliano Romano;1;0;1;Marocco;Africa Settentrionale;Africa
58052;Magliano Romano;0;1;1;Moldova;Europa Centro-Orientale;Europa
58052;Magliano Romano;0;1;1;Russa, Federazione;Europa Centro-Orientale;Europa
58052;Magliano Romano;1;0;1;Somalia;Africa Orientale;Africa
58052;Magliano Romano;1;0;1;Spagna;Unione Europea;Europa
58052;Magliano Romano;0;1;1;Venezuela;America Centro-Meridionale;America
58053;Mandela;32;33;65;Romania;Unione Europea;Europa
58053;Mandela;3;2;5;Gambia;Africa Occidentale;Africa
58053;Mandela;3;1;4;Ucraina;Europa Centro-Orientale;Europa
58053;Mandela;3;0;3;El Salvador;America Centro-Meridionale;America
58053;Mandela;2;0;2;Egitto;Africa Settentrionale;Africa
58053;Mandela;1;1;2;Regno Unito;Altri paesi europei;Europa
58053;Mandela;0;1;1;Austria;Unione Europea;Europa
58053;Mandela;0;1;1;Camerun;Africa Centro-Meridionale;Africa
58053;Mandela;0;1;1;Francia;Unione Europea;Europa
58053;Mandela;0;1;1;Germania;Unione Europea;Europa
58053;Mandela;0;1;1;Perù;America Centro-Meridionale;America
58053;Mandela;0;1;1;Russa, Federazione;Europa Centro-Orientale;Europa
58053;Mandela;0;1;1;Stati Uniti d'America;America Settentrionale;America
58053;Mandela;0;1;1;Tunisia;Africa Settentrionale;Africa
58054;Manziana;97;131;228;Romania;Unione Europea;Europa
58054;Manziana;31;32;63;Albania;Europa Centro-Orientale;Europa
58054;Manziana;11;24;35;Ucraina;Europa Centro-Orientale;Europa
58054;Manziana;12;16;28;Moldova;Europa Centro-Orientale;Europa
58054;Manziana;12;13;25;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58054;Manziana;7;15;22;Polonia;Unione Europea;Europa
58054;Manziana;7;14;21;Regno Unito;Altri paesi europei;Europa
58054;Manziana;16;4;20;Egitto;Africa Settentrionale;Africa
58054;Manziana;5;9;14;Cinese, Repubblica Popolare;Asia Orientale;Asia
58054;Manziana;7;7;14;Perù;America Centro-Meridionale;America
58054;Manziana;10;2;12;Bangladesh;Asia Centro-Meridionale;Asia
58054;Manziana;2;8;10;Russa, Federazione;Europa Centro-Orientale;Europa
58054;Manziana;2;6;8;Filippine;Asia Orientale;Asia
58054;Manziana;0;8;8;Georgia;Asia Occidentale;Asia
58054;Manziana;5;3;8;India;Asia Centro-Meridionale;Asia
58054;Manziana;2;4;6;Dominicana, Repubblica;America Centro-Meridionale;America
58054;Manziana;2;4;6;Germania;Unione Europea;Europa
58054;Manziana;3;3;6;Spagna;Unione Europea;Europa
58054;Manziana;3;2;5;Algeria;Africa Settentrionale;Africa
58054;Manziana;2;3;5;Bulgaria;Unione Europea;Europa
58054;Manziana;3;2;5;Colombia;America Centro-Meridionale;America
58054;Manziana;4;1;5;Stati Uniti d'America;America Settentrionale;America
58054;Manziana;1;3;4;Argentina;America Centro-Meridionale;America
58054;Manziana;2;2;4;Francia;Unione Europea;Europa
58054;Manziana;2;2;4;Norvegia;Altri paesi europei;Europa
58054;Manziana;2;2;4;Senegal;Africa Occidentale;Africa
58054;Manziana;2;2;4;Uruguay;America Centro-Meridionale;America
58054;Manziana;1;2;3;Austria;Unione Europea;Europa
58054;Manziana;0;3;3;Belgio;Unione Europea;Europa
58054;Manziana;1;2;3;Brasile;America Centro-Meridionale;America
58054;Manziana;2;1;3;Costa d'Avorio;Africa Occidentale;Africa
58054;Manziana;1;2;3;Grecia;Unione Europea;Europa
58054;Manziana;0;3;3;Paesi Bassi;Unione Europea;Europa
58054;Manziana;2;1;3;Tunisia;Africa Settentrionale;Africa
58054;Manziana;2;0;2;Benin (ex Dahomey);Africa Occidentale;Africa
58054;Manziana;1;1;2;Bielorussia;Europa Centro-Orientale;Europa
58054;Manziana;1;1;2;Bolivia;America Centro-Meridionale;America
58054;Manziana;1;1;2;Ecuador;America Centro-Meridionale;America
58054;Manziana;0;2;2;Giappone;Asia Orientale;Asia
58054;Manziana;2;0;2;Honduras;America Centro-Meridionale;America
58054;Manziana;0;2;2;Lituania;Unione Europea;Europa
58054;Manziana;0;2;2;Thailandia;Asia Orientale;Asia
58054;Manziana;0;1;1;Angola;Africa Centro-Meridionale;Africa
58054;Manziana;0;1;1;Apolide;;
58054;Manziana;0;1;1;Capo Verde;Africa Occidentale;Africa
58054;Manziana;0;1;1;Croazia;Unione Europea;Europa
58054;Manziana;1;0;1;Eritrea;Africa Orientale;Africa
58054;Manziana;0;1;1;Ghana;Africa Occidentale;Africa
58054;Manziana;0;1;1;Indonesia;Asia Orientale;Asia
58054;Manziana;0;1;1;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58054;Manziana;1;0;1;Irlanda;Unione Europea;Europa
58054;Manziana;0;1;1;Kenya;Africa Orientale;Africa
58054;Manziana;0;1;1;Lettonia;Unione Europea;Europa
58054;Manziana;1;0;1;Mali;Africa Occidentale;Africa
58054;Manziana;1;0;1;Marocco;Africa Settentrionale;Africa
58054;Manziana;1;0;1;Nigeria;Africa Occidentale;Africa
58054;Manziana;0;1;1;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58054;Manziana;1;0;1;Slovacchia;Unione Europea;Europa
58054;Manziana;1;0;1;Sud Africa;Africa Centro-Meridionale;Africa
58054;Manziana;0;1;1;Sudan;Africa Settentrionale;Africa
58054;Manziana;0;1;1;Venezuela;America Centro-Meridionale;America
58055;Marano Equo;24;22;46;Romania;Unione Europea;Europa
58055;Marano Equo;2;3;5;Nigeria;Africa Occidentale;Africa
58055;Marano Equo;2;2;4;Albania;Europa Centro-Orientale;Europa
58055;Marano Equo;1;3;4;Zambia;Africa Orientale;Africa
58055;Marano Equo;0;3;3;Colombia;America Centro-Meridionale;America
58055;Marano Equo;2;1;3;Spagna;Unione Europea;Europa
58055;Marano Equo;0;2;2;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58055;Marano Equo;0;2;2;Polonia;Unione Europea;Europa
58055;Marano Equo;1;1;2;Ucraina;Europa Centro-Orientale;Europa
58055;Marano Equo;0;1;1;Ecuador;America Centro-Meridionale;America
58055;Marano Equo;0;1;1;Germania;Unione Europea;Europa
58055;Marano Equo;0;1;1;Macedonia del Nord;Europa Centro-Orientale;Europa
58055;Marano Equo;0;1;1;Slovacchia;Unione Europea;Europa
58055;Marano Equo;0;1;1;Stati Uniti d'America;America Settentrionale;America
58055;Marano Equo;0;1;1;Ungheria;Unione Europea;Europa
58056;Marcellina;449;446;895;Romania;Unione Europea;Europa
58056;Marcellina;41;39;80;Marocco;Africa Settentrionale;Africa
58056;Marcellina;18;28;46;Albania;Europa Centro-Orientale;Europa
58056;Marcellina;25;6;31;Bangladesh;Asia Centro-Meridionale;Asia
58056;Marcellina;26;0;26;Egitto;Africa Settentrionale;Africa
58056;Marcellina;24;2;26;Pakistan;Asia Centro-Meridionale;Asia
58056;Marcellina;13;11;24;Senegal;Africa Occidentale;Africa
58056;Marcellina;8;15;23;Polonia;Unione Europea;Europa
58056;Marcellina;6;10;16;Perù;America Centro-Meridionale;America
58056;Marcellina;13;3;16;Tunisia;Africa Settentrionale;Africa
58056;Marcellina;13;1;14;Gambia;Africa Occidentale;Africa
58056;Marcellina;6;8;14;Moldova;Europa Centro-Orientale;Europa
58056;Marcellina;3;11;14;Ucraina;Europa Centro-Orientale;Europa
58056;Marcellina;8;4;12;Nigeria;Africa Occidentale;Africa
58056;Marcellina;3;5;8;Colombia;America Centro-Meridionale;America
58056;Marcellina;6;0;6;Algeria;Africa Settentrionale;Africa
58056;Marcellina;1;5;6;Cinese, Repubblica Popolare;Asia Orientale;Asia
58056;Marcellina;5;0;5;Guinea;Africa Occidentale;Africa
58056;Marcellina;0;4;4;Cuba;America Centro-Meridionale;America
58056;Marcellina;3;1;4;Madagascar;Africa Orientale;Africa
58056;Marcellina;0;3;3;Bielorussia;Europa Centro-Orientale;Europa
58056;Marcellina;2;1;3;Ecuador;America Centro-Meridionale;America
58056;Marcellina;1;2;3;El Salvador;America Centro-Meridionale;America
58056;Marcellina;1;2;3;Germania;Unione Europea;Europa
58056;Marcellina;1;2;3;Macedonia del Nord;Europa Centro-Orientale;Europa
58056;Marcellina;3;0;3;Mali;Africa Occidentale;Africa
58056;Marcellina;2;1;3;Siria;Asia Occidentale;Asia
58056;Marcellina;0;2;2;Bolivia;America Centro-Meridionale;America
58056;Marcellina;0;2;2;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58056;Marcellina;1;1;2;Camerun;Africa Centro-Meridionale;Africa
58056;Marcellina;2;0;2;Capo Verde;Africa Occidentale;Africa
58056;Marcellina;1;1;2;Costa d'Avorio;Africa Occidentale;Africa
58056;Marcellina;1;1;2;Filippine;Asia Orientale;Asia
58056;Marcellina;0;2;2;Francia;Unione Europea;Europa
58056;Marcellina;1;1;2;Grecia;Unione Europea;Europa
58056;Marcellina;1;1;2;Guatemala;America Centro-Meridionale;America
58056;Marcellina;2;0;2;Guinea Bissau;Africa Occidentale;Africa
58056;Marcellina;2;0;2;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58056;Marcellina;2;0;2;Togo;Africa Occidentale;Africa
58056;Marcellina;1;0;1;Afghanistan;Asia Centro-Meridionale;Asia
58056;Marcellina;0;1;1;Brasile;America Centro-Meridionale;America
58056;Marcellina;1;0;1;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58056;Marcellina;0;1;1;Dominicana, Repubblica;America Centro-Meridionale;America
58056;Marcellina;0;1;1;Eritrea;Africa Orientale;Africa
58056;Marcellina;0;1;1;Giappone;Asia Orientale;Asia
58056;Marcellina;0;1;1;Honduras;America Centro-Meridionale;America
58056;Marcellina;1;0;1;India;Asia Centro-Meridionale;Asia
58056;Marcellina;1;0;1;Iraq;Asia Occidentale;Asia
58056;Marcellina;0;1;1;Messico;America Centro-Meridionale;America
58056;Marcellina;0;1;1;Regno Unito;Altri paesi europei;Europa
58056;Marcellina;0;1;1;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58056;Marcellina;1;0;1;Sierra Leone;Africa Occidentale;Africa
58056;Marcellina;0;1;1;Spagna;Unione Europea;Europa
58056;Marcellina;1;0;1;Sudan;Africa Settentrionale;Africa
58056;Marcellina;1;0;1;Turchia;Europa Centro-Orientale;Europa
58057;Marino;822;993;1815;Romania;Unione Europea;Europa
58057;Marino;265;245;510;Albania;Europa Centro-Orientale;Europa
58057;Marino;58;137;195;Ucraina;Europa Centro-Orientale;Europa
58057;Marino;138;25;163;India;Asia Centro-Meridionale;Asia
58057;Marino;121;40;161;Bangladesh;Asia Centro-Meridionale;Asia
58057;Marino;122;36;158;Egitto;Africa Settentrionale;Africa
58057;Marino;34;65;99;Moldova;Europa Centro-Orientale;Europa
58057;Marino;47;48;95;Cinese, Repubblica Popolare;Asia Orientale;Asia
58057;Marino;25;69;94;Polonia;Unione Europea;Europa
58057;Marino;41;33;74;Marocco;Africa Settentrionale;Africa
58057;Marino;13;57;70;Nigeria;Africa Occidentale;Africa
58057;Marino;32;21;53;Tunisia;Africa Settentrionale;Africa
58057;Marino;46;5;51;Pakistan;Asia Centro-Meridionale;Asia
58057;Marino;15;30;45;Colombia;America Centro-Meridionale;America
58057;Marino;6;38;44;Cuba;America Centro-Meridionale;America
58057;Marino;11;33;44;Filippine;Asia Orientale;Asia
58057;Marino;9;33;42;Bulgaria;Unione Europea;Europa
58057;Marino;12;27;39;Perù;America Centro-Meridionale;America
58057;Marino;13;21;34;Regno Unito;Altri paesi europei;Europa
58057;Marino;19;12;31;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58057;Marino;8;21;29;Spagna;Unione Europea;Europa
58057;Marino;5;22;27;Brasile;America Centro-Meridionale;America
58057;Marino;9;15;24;Dominicana, Repubblica;America Centro-Meridionale;America
58057;Marino;9;15;24;Germania;Unione Europea;Europa
58057;Marino;1;23;24;Russa, Federazione;Europa Centro-Orientale;Europa
58057;Marino;8;14;22;Francia;Unione Europea;Europa
58057;Marino;16;3;19;Turchia;Europa Centro-Orientale;Europa
58057;Marino;6;11;17;Ecuador;America Centro-Meridionale;America
58057;Marino;8;8;16;Stati Uniti d'America;America Settentrionale;America
58057;Marino;6;9;15;Portogallo;Unione Europea;Europa
58057;Marino;5;10;15;Ungheria;Unione Europea;Europa
58057;Marino;6;8;14;Venezuela;America Centro-Meridionale;America
58057;Marino;0;12;12;Indonesia;Asia Orientale;Asia
58057;Marino;4;7;11;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58057;Marino;4;7;11;Paesi Bassi;Unione Europea;Europa
58057;Marino;3;7;10;Malta;Unione Europea;Europa
58057;Marino;3;6;9;Argentina;America Centro-Meridionale;America
58057;Marino;3;6;9;Grecia;Unione Europea;Europa
58057;Marino;2;6;8;Capo Verde;Africa Occidentale;Africa
58057;Marino;4;4;8;Somalia;Africa Orientale;Africa
58057;Marino;2;5;7;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58057;Marino;2;5;7;Georgia;Asia Occidentale;Asia
58057;Marino;4;3;7;Guinea;Africa Occidentale;Africa
58057;Marino;2;4;6;Camerun;Africa Centro-Meridionale;Africa
58057;Marino;1;5;6;Ceca, Repubblica;Unione Europea;Europa
58057;Marino;2;4;6;Croazia;Unione Europea;Europa
58057;Marino;0;6;6;El Salvador;America Centro-Meridionale;America
58057;Marino;1;5;6;Etiopia;Africa Orientale;Africa
58057;Marino;2;4;6;Ghana;Africa Occidentale;Africa
58057;Marino;1;5;6;Kenya;Africa Orientale;Africa
58057;Marino;3;3;6;Macedonia del Nord;Europa Centro-Orientale;Europa
58057;Marino;1;5;6;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58057;Marino;3;2;5;Giappone;Asia Orientale;Asia
58057;Marino;5;0;5;Iraq;Asia Occidentale;Asia
58057;Marino;5;0;5;Senegal;Africa Occidentale;Africa
58057;Marino;0;5;5;Slovacchia;Unione Europea;Europa
58057;Marino;2;3;5;Svezia;Unione Europea;Europa
58057;Marino;1;3;4;Benin (ex Dahomey);Africa Occidentale;Africa
58057;Marino;1;3;4;Bielorussia;Europa Centro-Orientale;Europa
58057;Marino;2;2;4;Territori dell'Autonomia Palestinese;Asia Occidentale;Asia
58057;Marino;1;2;3;Austria;Unione Europea;Europa
58057;Marino;2;1;3;Costa d'Avorio;Africa Occidentale;Africa
58057;Marino;1;2;3;Eritrea;Africa Orientale;Africa
58057;Marino;0;3;3;Finlandia;Unione Europea;Europa
58057;Marino;1;2;3;Honduras;America Centro-Meridionale;America
58057;Marino;0;3;3;Madagascar;Africa Orientale;Africa
58057;Marino;2;1;3;Siria;Asia Occidentale;Asia
58057;Marino;0;3;3;Thailandia;Asia Orientale;Asia
58057;Marino;2;0;2;Afghanistan;Asia Centro-Meridionale;Asia
58057;Marino;1;1;2;Algeria;Africa Settentrionale;Africa
58057;Marino;1;1;2;Belgio;Unione Europea;Europa
58057;Marino;1;1;2;Cile;America Centro-Meridionale;America
58057;Marino;0;2;2;Danimarca;Unione Europea;Europa
58057;Marino;1;1;2;Dominica;America Centro-Meridionale;America
58057;Marino;0;2;2;Estonia;Unione Europea;Europa
58057;Marino;0;2;2;Gambia;Africa Occidentale;Africa
58057;Marino;0;2;2;Israele;Asia Occidentale;Asia
58057;Marino;1;1;2;Lituania;Unione Europea;Europa
58057;Marino;0;2;2;Mauritius;Africa Orientale;Africa
58057;Marino;2;0;2;San Marino;Altri paesi europei;Europa
58057;Marino;1;0;1;Apolide;;
58057;Marino;0;1;1;Azerbaigian;Asia Occidentale;Asia
58057;Marino;1;0;1;Bolivia;America Centro-Meridionale;America
58057;Marino;0;1;1;Canada;America Settentrionale;America
58057;Marino;0;1;1;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58057;Marino;0;1;1;Corea, Repubblica (Corea del Sud);Asia Orientale;Asia
58057;Marino;0;1;1;Giordania;Asia Occidentale;Asia
58057;Marino;1;0;1;Guatemala;America Centro-Meridionale;America
58057;Marino;0;1;1;Haiti;America Centro-Meridionale;America
58057;Marino;0;1;1;Irlanda;Unione Europea;Europa
58057;Marino;0;1;1;Kirghizistan;Asia Centro-Meridionale;Asia
58057;Marino;0;1;1;Libia;Africa Settentrionale;Africa
58057;Marino;0;1;1;Malaysia;Asia Orientale;Asia
58057;Marino;1;0;1;Mali;Africa Occidentale;Africa
58057;Marino;0;1;1;Messico;America Centro-Meridionale;America
58057;Marino;0;1;1;Mozambico;Africa Orientale;Africa
58057;Marino;1;0;1;Nuova Zelanda;Oceania;Oceania
58057;Marino;0;1;1;Panama;America Centro-Meridionale;America
58057;Marino;1;0;1;Sierra Leone;Africa Occidentale;Africa
58057;Marino;1;0;1;Zambia;Africa Orientale;Africa
58058;Mazzano Romano;96;114;210;Romania;Unione Europea;Europa
58058;Mazzano Romano;8;14;22;Polonia;Unione Europea;Europa
58058;Mazzano Romano;6;10;16;Moldova;Europa Centro-Orientale;Europa
58058;Mazzano Romano;11;3;14;Marocco;Africa Settentrionale;Africa
58058;Mazzano Romano;6;5;11;Ucraina;Europa Centro-Orientale;Europa
58058;Mazzano Romano;5;3;8;Albania;Europa Centro-Orientale;Europa
58058;Mazzano Romano;4;3;7;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58058;Mazzano Romano;5;1;6;India;Asia Centro-Meridionale;Asia
58058;Mazzano Romano;3;2;5;Regno Unito;Altri paesi europei;Europa
58058;Mazzano Romano;2;2;4;Germania;Unione Europea;Europa
58058;Mazzano Romano;2;1;3;Bangladesh;Asia Centro-Meridionale;Asia
58058;Mazzano Romano;2;1;3;Bielorussia;Europa Centro-Orientale;Europa
58058;Mazzano Romano;1;2;3;Brasile;America Centro-Meridionale;America
58058;Mazzano Romano;0;3;3;Filippine;Asia Orientale;Asia
58058;Mazzano Romano;1;2;3;Finlandia;Unione Europea;Europa
58058;Mazzano Romano;0;3;3;Tunisia;Africa Settentrionale;Africa
58058;Mazzano Romano;1;1;2;Belgio;Unione Europea;Europa
58058;Mazzano Romano;0;2;2;Perù;America Centro-Meridionale;America
58058;Mazzano Romano;1;0;1;Argentina;America Centro-Meridionale;America
58058;Mazzano Romano;0;1;1;Austria;Unione Europea;Europa
58058;Mazzano Romano;1;0;1;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58058;Mazzano Romano;0;1;1;Bulgaria;Unione Europea;Europa
