Gender;Age;Satisfaction;Participation;Vote;Duma;Violation;Observers;Obs_elections;Trust_Putin;Protest;Education;FO;Region;wes_total_reg
2;52;2;1;5;9;2;3;2;1;1;4;3;16;0.633460048
1;58;1;1;1;3;2;2;1;1;1;6;3;90;0.269122157
1;20;2;1; ;1;1;1;1;1;2;5;7;55;1.54266153
1;39;2;5; ;9; ; ;2;2;2;6;3;52;0.830097906
2;27;5;1;5;1;1;1;1;1;2;4;3;16;2.429178269
1;77;1;1;5;1;1;1;2;1;2;1;7;42;0.587746437
2;60;1;1;5;9; ;1;2;1; ;4;7;22;0.382338386
1;22;2;1; ;9;2;1;1;2;1;5;6;74;0.926381362
1;21;4;5; ;9;2;2;2;2;1;3;3;16;0.463190681
2;63;3;1; ;2;1;3;2; ;2;2;3;58;1.320805335
2;72;2;1;5;1; ; ;2;1;2;1;7;24;1.082464971
1;26;2;1;5;1; ;1;2;1;2;4;6;74;0.493148158
2;39;3;1;4; ; ;3;2;2;2;4;6;66;0.73300377
2;65;5;1; ;6; ;1;2; ;2;2;6;72;1.082464971
2;18;1;1; ;9; ;1;1;1;1;2;7;4;1.071277479
1;47;3;3; ;9; ;1;2;1; ;2;6;66;1.547621639
2;33;2;1;5;1;3;1;1;1;2;4;7;24;0.889934117
1;36;4;2;5;1;1;1;1;1;2;4;3;90;0.830097906
2;47;1;1;5;1;1;1;1;1;2;4;3;13;2.188316531
1;53;4;1; ;2;1;1;2; ;2;4;3;12;0.619048656
2;64;4;1;5;1; ;3;2;1; ;4;3;12;1.320805335
1;24;1;1; ;2;3;1;1;2;2;6;3;90;0.901863664
1;57;3;2;5;1; ; ;2;1;1;1;6;66;4.46429319
2;74;1;1;5;1;1;2;2;1;2;2;7;54;1.082464971
1;62;5;1;2;9;2;2;1;2;1;6;3;12;0.651558907
2;24;3;5; ;9;1;2;2;1;2;4;7;24;0.714184986
1;27;3;2;4;3;2;1;1;2;1;6;7;42;0.979486357
1;74;2;1;5;1; ;3;2;1;2;2;6;74;0.587746437
2;35;3;5; ;9;1;1;2;1;2;2;3;56;1.445755239
2;61;5;4;2;2; ;1;2; ;2;6;6;72;0.382338386
2;55;1;1;5;1;1;1;1;1;2;4;6;74;1.390571325
2;58;2;2;5;1;1;1;1;1;1;4;7;4;1.390571325
2;74;1;1;5;1;1; ;1;1;2;4;6;74;0.313345123
1;35;3;1;5;1;1;3;1;1;1;6;3;52;1.43161971
1;39;1;1;5;6;3;1;1;1;2;6;4;23;0.668323697
2;35;1;1;5;1;1;1;1;1;2;6;4;23;0.366501885
1;65;1;1;5;1;1;1;1;1; ;6;6;45;2.030396781
1;58;3;1;5;6;2; ;1;1;1;4;4;30;0.651558907
2;51;1;1;5;1;1;1;2;1;2;1;7;70;0.633460048
2;63;2;1;4;3;1;1;1;1;2;4;6;66;0.382338386
2;66;4;1;2; ; ; ;1;1;1;6;3;16;0.313345123
2;63;3;1;5;1;1;1;1;1;2;4;3;90;0.382338386
2;41;5;4;5;9; ;2;2;1;2;4;4;61;1.445755239
2;52;5;1; ;1; ;1;2; ;1;4;3;90;1.445554568
2;52;2;1;5;1; ;1;2;1;1;2;3;52;0.633460048
2;22;4;1; ;9;1;1;1;1;2;2;7;22;1.386413697
1;45;1;1;2;2;2;2;1;2;1;6;4;20;0.51587388
2;60;5;1;4;2;1; ;2;2;2;6;7;54;0.382338386
2;18;1;1;3;1;1;1;1;2;2;2;7;22;0.810518777
1;23;3;1;1;3; ;1;1;2;1;2;3;56;5.329194376
2;29;2;1;5;9;1;3;1;1;1;4;3;3;0.566808263
2;36;3;2; ; ;1;1;1; ;2;6;3;58;0.722877619
2;24;1;1; ;1;1;1;1;1;1;6;3;58;0.810518777
1;36;2;1;5;1;1;1;1;1;2;6;3;16;1.660195812
2;38;5;1;5;1; ;1;1;1; ;6;4;34;0.481918413
1;31;1;1;5;1;3;1;2;1;2;6;3;12;0.59177779
1;72; ;4;5;9; ; ;2;1;2;1;3;73;0.268571003
2;61;2;2;5;1; ; ;2;1;2;4;3;73;0.660402667
2;30; ;2;5;1;1;1;1;1;2;4;4;61;1.417020657
2;51;3;2;5;9; ;3; ;1; ;4;6;74;1.445554568
2;53;3;1;5;1;1;1;1;1;2;4;3;73;1.156443654
1;50;4;4; ;9; ;1;1; ; ;4;7;70;1.173764207
2;37;1;1; ;9;1;3;2;1;2;4;7;42;1.445755239
1;56; ;1;2;2; ;1;2;2;1;3;6;66;0.651558907
2;24;1;5; ;9; ;1;1;1; ;4;6;74;0.714184986
2;65;3;1;5;1; ;1;2;1;2;6;7;22;0.313345123
2;27; ;1;5;1;1;1;1;1;2;4;6;74;1.417020657
2;69;1;1;5;1; ;3;2;1;2;4;4;23;1.082464971
2;64;4;1; ;2;3;1;1; ;2;4;6;74;0.382338386
2;40;2;1;5;1;1;1;1;1;2;4;6;72;0.73300377
1;23;1;2;4;9; ;1;1; ;1;4;4;30;1.157976703
2;54;3;2;5;9; ;1;1;1;2;2;6;74;0.37033049
2;27;1;2;2;7; ;1;2;2;1;6;6;66;1.133616526
2;69;4;2;2;2; ;2;2;1;2;6;4;34;1.082464971
2;44;2;2;5;9;3;3;2;1;2;4;4;61;0.73300377
2;61;3;1;2;6;1;1;1;2;2;4;7;24;0.382338386
2;42;1;1;5;6;1;1;1;1;2;6;7;4;0.73300377
1;54;3;1;4;3;1;3;1;2;2;4;4;30;0.77381082
1;76; ;1;2;2; ;1;1; ;2;2;6;74;0.758801558
1;23;2;2; ;6;1;1;2; ;2;6;4;34;1.54266153
2;55;3;3;5;9;3;1;1;1;2;6;3;90;0.463523775
2;28;4;1; ;1;1;1;1;1;1;2;7;22;0.472340219
2;44; ;1; ;1;1;1;2;1;2;4;6;66;0.963836826
1;37;3;2; ;9;3;2;2;1;2;4;4;30;0.836946907
2;66;4;1;5; ;1;1;2;1;2;2;6;72;0.67103907
2;75;5;1; ;6;1;1;2; ;2;6;7;55;0.313345123
2;60;3;1;5;1; ;1;1;1;2;4;3;63;0.92704755
2;29;3;1;4;1;3;3;2;1;1;6;4;23;0.520269176
2;78;3; ;2;1;2; ;2;2; ;1;4;23;0.313345123
1;63;1;1;5;1;1;1;1;1;2;6;3;64;0.496032577
2;32;3;3;5;9;1;2;2;1;2;6;3;73;0.240181083
1;56;4;1;2;2; ;1;1;2;1;6;3;73;0.325779454
2;27;2;2; ;9;1; ;2;1; ;2;4;34;1.417020657
1;58;1;1; ;6;1;1; ; ;2;4;7;22;0.651558907
2;48;1;2;5;1;1;1;2;1;1;6;6;86;0.37033049
2;85;4;2;2;9; ;2; ;2;2;2;6;66;1.082464971
1;27;2;1;5;2; ;3;2;1;2;6;6;72;1.479444474
1;34;5;5; ;9; ;2;1; ;2;4;3;16;0.979486357
1;44;4;1; ;1;1;1;1;1; ;2;3;56;1.660195812
2;90;1;1;5; ;1;1;1;1;1;4;7;24;1.082464971
1;25;2;4;5;3;1;1;2;1;1;4;4;1;1.479444474
1;54;3;1; ;9; ; ;1; ;2;6;7;2;1.173764207
2;67;1;2; ; ; ;1;2;1;1;6;7;54;0.313345123
1;61;4;1; ; ;3; ;1;2;1;6;7;54;0.992065153
1;33;1;5; ;9; ;1;2; ;2;5;3;16;1.479444474
2;53;3;3;5;9;2;3;2;1;2;4;4;30;0.633460048
1;54;2;1; ;1;3; ; ; ;2;4;3;63;0.686200614
1;43;3;5; ;9;2;2;2; ;1;4;3;3;1.660195812
2;50;2;1;5;3; ;3;1;1; ;4;4;61;2.891109136
2;18;1;5;5;9;1;1;1;1;1;2;3;64;1.428369972
2;22;1;1;3;1;1;1;2;2;2;6;4;23;1.428369972
2;72; ;1;5;1; ;1; ;1;2;1;3;90;1.082464971
1;49;4;1; ; ;2; ; ; ; ;6;3;52;1.072704182
2;52;5;1;5;1; ;1;1;1;2;4;4;61;0.516269489
1;56;3;1;1;3;1;1;2;1;1;2;4;61;0.892858638
2;77;2;1; ;6; ;1;2;1;2;4;7;22;0.313345123
2;60;4;2;5;1;3;1;1;1;2;4;4;34;1.042928494
2;55;1;1; ;1;1;1;1;1;1;6;6;74;0.695285662
2;57;5;4; ;9;2;2;2;1;1;4;4;61;0.382338386
2;28;4;2;5;1;3;1;1;2;2;2;7;38;0.889934117
2;37;3;1;5;1;1;1;1;1;2;4;6;74;0.963836826
2;40;2;1; ;1;1;1;2;1;2;4;6;66;0.73300377
1;75;3;1;2;2;1;1;1;2;2;3;6;74;2.030396781
2;60;3;1;2;9;1;2;1;2;1;4;7;55;0.382338386
2;49;4;5; ;9; ;3;2;1;2;4;4;61;1.445554568
2;77;1;1;5; ;1;3;2;1;2;4;7;38;1.082464971
1;54;5;1;2;9; ;1;2;2; ;4;3;43;1.160716229
1;59; ;1; ; ; ;3;1;2;1;6;3;52;0.595460281
2;78;5;1;5;1;3;1;2;1;2;6;4;23;1.082464971
2;55;3;1; ; ; ;2;2; ;2;6;6;72;0.695285662
2;70;2;1;5;1;1;1;1;1;1;6;6;74;1.082464971
1;22;1;5; ;9; ; ;2;2;1;4;4;23;1.389572044
1;38;3;1;4;7;2;1;1;2;1;6;6;66;1.106797208
2;50;1;2; ;1; ;3;2;1;2;5;4;30;0.481851523
2;49;3;1;5;2;3;1;1;1;2;4;7;55;0.722777284
1;43;3;1; ;9;1;1;1;1;2;6;6;66;1.660195812
1;62;2;1; ;6;2;1;2;1;2;6;4;61;0.744048865
2;33;3;1;5;1;1;1;2;1;2;4;6;74;1.417020657
2;24;1;2; ;9;2;3;2;1;2;6;4;61;0.810518777
2;48;5;5; ;9; ;2;2;2;2;2;6;66;0.963703045
2;57;1;1;5;1;1; ;1;1;2;4;3;52;0.632077875
2;37;3;1; ; ;3;1;2;1;2;6;7;24;0.73300377
2;59;5;1;2;2; ; ;2;2;2;4;4;34;0.382338386
1;43;2;1; ;9;2;3;1; ;2;6;6;86;0.332039162
1;38;2;3;5;9;1;1;2;1;2;2;6;72;1.43161971
1;31;2;1;5;3;1;1;2;1;1;6;4;30;0.979486357
1;25;3;3;5;9;1; ;1;1;2;6;6;86;0.422698421
1;62;5;1;2;2;1;3;1; ;2;4;4;61;1.48809773
1;29;1;1;5;1;3;1;2;1;1;6;7;70;1.479444474
2;77;2;1;5;1;2;1;1;1;2;4;4;23;0.313345123
2;73; ;1;5;1; ;1;1;1;2;1;6;66;1.082464971
1;72;1;1;2; ;1;1;2; ; ;2;4;23;2.030396781
2;64;1;1;5;9; ;1;1;1;2;4;4;30;0.695285662
1;36;1;1; ;7;3;1;1;2;1;6;7;70;1.106797208
2;34;1;3;5;9; ;1;2;1;2;6;7;54;0.566808263
2;77; ;5; ; ; ; ;2;2;2;6;3;52;0.313345123
2;60;1;1;1;3; ;2;2;1;2;2;6;74;1.320805335
1;25;3;1;5;9;1;1;1;1;2;4;4;61;0.493148158
2;73;5;1;5;1;1;1;2;1;2;2;7;19;1.34207814
2;31;1;1;5;9;3;2;2;1;2;6;6;66;1.062765493
2;75;2;1;5;2; ; ;2;1;2;4;6;66;1.082464971
1;24;3;2; ;3; ;1;2; ;2;6;3;52;0.901863664
2;53;5;1;1;1;1;1;1;2;1;4;4;8;0.633460048
1;57;4;1; ; ;1;1;2; ;2;4;6;72;0.304167549
2;55;4;1; ; ;1;1;1;1;1;4;6;72;0.660402667
2;77;4;1;2;2;1;1;2; ;2;1;4;30;0.541232486
1;82;3;1;2; ; ; ;2; ;2;1;4;30;1.015198391
2;31; ;1;5;1;1;1;2;1;2;4;3;18;1.417020657
2;70;1;1;5;1;1;1;2;1;2;1;4;61;1.34207814
1;35;3;1;5;1; ;1;1;1;2;4;4;23;1.660195812
1;87;1;1;5;2;1; ; ;1;2;6;6;74;2.030396781
2;57;3; ; ;9;3; ;2;1;1;4;3;73;1.320805335
2;32;1;1; ;9;1;1;2;1;2;5;7;70;1.214589135
1;28;2;2;5;9;1;3;2;1;2;2;4;23;1.479444474
2;29;4;2; ;9;1;1;1; ; ;4;6;66;0.520269176
2;54;5;1;4;6; ; ;1;2;1;6;4;61;1.445554568
1;71;2;1;2;2;1;2;1;2;1;1;7;54;0.587746437
1;38;5;5;2;9; ; ;1;2;2;6;6;66;0.737864805
1;53;1;1;5;1;1;3;2;1;2;6;6;72;4.054821808
2;68;2;1;5;1; ;1;1;1;1;6;6;72;0.313345123
2;39;4;2; ;6;3;1;2;2;2;6;4;61;0.73300377
2;60;3;1; ; ; ;3;1; ;2;4;4;23;0.695285662
1;45;1;1;5;9; ;3;2;1;2;5;4;61;0.442177611
1;39; ;1;5;1;1;1;1;1;2;4;3;58;0.830097906
2;42;3;2; ;1;1;3;2;1;2;4;4;23;1.156604191
2;47;2;1;5;3;1;1;2;1;2;2;6;66;0.633460048
2;80;5;1; ; ;1;1;2;1;1;1;3; ;1.082464971
2;62;2;1;5;1;1; ;2;1; ;4;3;16;1.320805335
2;22;1;1;5;1;1;1;1;1;2;5;7;42;1.386413697
2;32;2;2;5;9; ; ;2;1;2;6;6;66;0.889934117
2;75;3;1;3;1; ;1;2;1;2;4;4;61;1.082464971
2;77;3;1; ;1;1;1;2;1;2;3;6;72;1.082464971
2;34;5;1;4;6;1;1;1; ;1;4;7;70;0.708510328
2;67;5;2;5;1;1;1;1;1;1;2;6;66;0.313345123
1;40;5;1;2;2; ;1;1;2;1;2;4;61;1.43161971
1;29;2;1;5;6;2;2;1;1; ;6;7;42;0.739722237
1;54;2;1;5;6; ;1;2;1;2;2;4;23;1.238097311
1;45;1;1;5;1;2;1;1;1;1;6;6;74;1.173764207
2;50;5;1; ; ; ;3;2;1;2;6;4;23;2.188316531
2;75;4;1;5; ;1;1; ;1;1;4;4;30;0.313345123
2;49;1;1;5;1;1;1;1;1;2;4;6;66;0.633460048
2;27;5;1;5;9;3;1;1;1;1;6;4;61;1.062765493
2;79; ;1;5; ; ;1;2;1;2;2;4;61;1.34207814
1;51;2;1;5;2;3;1;2;1;2;6;3;56;1.160716229
2;75;2;1;5;1;1;1;2;1;2;1;6;45;1.082464971
1;65;4;1; ;2;1;3;2;1; ;4;3;58;0.274377943
2;62;4;2; ;1; ; ;2; ;2;4;3;58;0.191169193
2;27;3;1;5;1;1;1;1;1;1;6;4;23;0.629786959
1;70;1;1;5;1;1;2;2;1;1;6;6;86;2.030396781
2;30;1;2; ;1; ;1;2;1;2;2;4;23;0.889934117
1;21;3;5; ;9; ;1;2;2;2;5;7;24;1.54266153
1;75;3;1;2;2;3;1;2;2;1;6;7;54;1.517603116
1;31;2;1; ;9;1;1;1;1;1;6;6;66;0.739722237
2;80;1;1;5;6; ;1;1;1;1;6;6;66;1.082464971
2;29;1;1; ;9; ;1;1;1;2;6;4;30;1.417020657
2;22;4;1; ;1;1;1; ; ;1;2;3;43;1.428369972
2;55;1;1;5;9; ;1;2;1;2;6;3;73;1.11245706
2;46;2;1;5;1;1;3;2;1;2;6;4;8;1.156443654
1;64;4;1;5;9;1;1;2;1;2;6;4;61;2.250839861
1;37;1;1;5;1; ; ;2;1;2;6;7;92;0.830097906
2;24;1;1;5;9;1;1;1;1;2;3;6;72;1.428369972
1;53;3;1;5; ;2; ;2;1;2;4;6;66;1.173764207
2;67;1;2;5;9; ;1;1;1;2;6;4;61;0.12942516
2;57;2;1;5;1;1;1;2;1;1;2;6;66;1.320805335
2;32; ;4; ;9;1;1;2;1;1;6;3;58;0.520269176
2;33;1;1;5;1;1;1;1;1;2;6;7;24;1.417020657
1;32;1;1;4;2;1;1;2;2;1;6;6;74;2.958888949
1;36;3;1;5;1;1;1;1;1;1;6;4;61;1.106797208
1;50;2;1;5;2;2;2;2;1; ;6;4;23;0.77381082
1;27;1;5;5;9;1;1;1;1;2;2;6;66;0.739722237
2;57;2;1; ;4; ;1;1;1;2;4;4;61;0.382338386
2;74;3;1; ;9;2;2;2;2;2;4;3;52;1.34207814
2;65;1;1;5;1;1;1;2;1;2;6;4;61;0.313345123
2;29;1;1;5;1; ;1;3;1;2;6;4;23;0.708510328
2;40;1;1; ;1;1;1;1;1;2;4;7;42;0.73300377
1;50; ;1;5;1;3;1;1;1;1;6;7;42;1.173764207
2;46;2;1; ;1;1;1;2;1;2;4;7;54;0.633460048
1;54;3;5; ; ;3; ;2;2;2;6;3;13;0.686200614
2;65;3;2; ;1; ;1;2;1;2;6;4;23;0.313345123
2;50;2;2; ;1;1;1;1;1;1;3;6;66;0.37033049
2;75;5;1;5;1; ;3;1;1;2;4;6;74;0.67103907
2;59;3;2;5;9; ;1;1;1;1;6;7;22;0.55622853
2;60;4;1;2;2;1; ;1;1;2;6;4;61;1.320805335
1;74;2;1;2;2;1;1;2;1;2;2;3;52;0.587746437
1;18;4;1;5;9;1;1;1;1; ;1;3;63;1.389572044
1;60;1;1;5;2; ; ;2;1; ;6;4;61;0.651558907
1;18;1;1;4;9; ;1;1; ;2;1;6;72;1.54266153
2;63;5;1;2;2; ;1;2;2;1;1;4;30;0.191169193
2;34;5;3;5;9; ;1;2;1;2;2;4;30;0.809031015
2;35;1; ;1;1;1;1;1;1;2;4;4;23;0.722877619
2;18;4;1; ;9;2;3;2;2;2;2;6;74;1.428369972
1;43;4;1; ;9; ; ;1;1;2;4;4;23;0.836946907
1;54;2;5;5;9; ;1;2;1;2;6;4;23;4.054821808
1;40;2;4; ;7;3;1;1; ;1;6;7;55;0.474341661
1;24;3;4;5;9; ;1;1;1;1;4;7;55;1.042179033
1;54;2;1;3; ;1;1;1;1;1;4;6;74;0.442177611
2;28;2;1; ; ; ;1;1;1;2;6;6;86;0.889934117
1;47; ;1; ; ;1;1;2;1;2;4;3;3;1.289684699
1;18;1;1; ; ;2; ;1; ;2;2;7;42;0.416871613
1;49;2;2;5;1;1;1;1;1;1;4;7;55;1.547621639
2;52;2;1;5;1;1; ;1;1;2;4;7;22;0.633460048
1;27;2;1;5;1;1;1;1;1;1;6;6;74;0.979486357
1;39;3;5; ;9;3;1;2; ;1;4;3;3;1.660195812
2;73;1;1;4;3;1;1;2;1;2;6;7;70;1.082464971
1;54;5;1; ;9; ;1;1;2;2;6;7;55;0.343100307
2;51;5;1; ; ; ;3;2;2;1;2;7;55;0.29571845
2;59;2;1; ; ;1;3;2;1;2;2;7;22;0.382338386
1;55;4;1;5;1;1;1;1;1; ;2;7;54;1.48809773
2;57;3;1;5;1;1;1;1; ;2;6;7;92;0.103187917
1;51;3;5;5;1; ;1;2; ;2;2;7;92;0.586882104
2;34;4;1; ; ; ;1;1;2;1;6;7;38;0.889934117
2;73;4;1;5;2; ;3;2;1;2;4;4;61;1.34207814
2;63;5;1; ;6;3;3;1; ;1;6;4;61;0.382338386
1;21;3;1;4;3;2;1;1;1;1;5;4;23;0.267225393
2;86;1;1;5;1;2;2;2;1;2;4;4;61;0.286366394
2;77;1;1;5;1; ;1;1;1;2;4;4;61;1.082464971
2;76;5;1;2; ; ;1;2;2;1;1;7;54;1.082464971
1;61;2;1;5;1;2;1;1;1;1;4;4;30;0.380911361
1;49;1;2;5;1; ;3;2;1;2;6;4;34;0.663266417
2;55;4;1; ;1; ;1;2;1;2;4;4;34;0.382338386
1;52;2;2;5;1;1;2;2;1;2;4;6;66;1.547621639
1;25;1;3;4;1;1;1;2;1;2;4;6;66;1.479444474
1;22;1;2;5;1; ;1;1;1;2;4;6;72;1.389572044
2;64;3;1; ;1;2;3;2;1;2;6;3;63;0.382338386
1;55;4;5; ;9; ;3;1;1;2;6;6;45;0.651558907
2;25;1;3;5;1;1;1;2;1;2;4;4;34;1.417020657
1;33;3;1; ;6;2;3;2; ;2;6;4;30;0.739722237
2;70;2;1;5; ;1;3;2;1;2;6;6;66;0.313345123
2;58;4;1; ;9; ;1; ;1;2;6;7;22;0.382338386
2;58;3;1;5;1;1;1;1;1; ;4;4;34;0.382338386
1;65;5;2; ;2;3;3;1; ;1;6;4;23;0.587746437
2;35;3;1; ;6;2;2;1;1;1;6;7;54;0.73300377
1;27;1;2;5;1; ;1;1;1;2;4;6;72;0.986296316
2;59;2;1;5;1;1;3;2;1;2;4;3;63;1.320805335
2;64;2;4; ;9; ;3;2;1;2;4;4;34;1.320805335
2;37;3;1;5;9;1;1;1;1;2;4;6;66;0.963836826
1;50;2;1; ;1; ;1;1;1;2;4;7;38;1.031747759
1;59;2;1;5;1; ;1;2;1;1;2;4;61;0.270563224
2;52;5;1;2;2;1;1;2;2;1;4;3;56;0.633460048
1;25;5;5; ;9;2;2;2;2;2;6;6;74;1.675437189
2;72;4;1;2;2; ;1;1;2;1;2;4;30;0.313345123
2;36;1;1;5;1; ;1; ;1;2;4;7;24;0.578302096
2;47;3;2; ;1; ; ;1;1;2;4;4;61;0.633460048
2;37;3;2;4;6;2;3;1; ;2;6;6;74;0.413072925
2;25;1;1;5;9;1;1;1;1;1;4;6;45;0.708510328
2;56;5;5; ;9; ; ;1;1;2;4;6;45;0.764814229
2;62;1;1;5;2;1;1;1;1;2;4;4;23;0.382338386
2;53;5;2; ;2;1;1;1;1;2;4;4;23;0.722777284
2;74;5;1; ;1;1;3;2; ;2;4;6;66;1.082464971
1;33;1;1;5;1; ;1;1;1;2;6;3;58;0.59177779
2;29;1;1;5;1;1;1; ;1;2;2;6;89;0.367581483
2;63;3;1;4;9;1;1;2; ;2;1;6;86;0.382338386
2;62;3;1;5;1;1;2;1;1;1;3;7;42;1.320805335
1;44;2;1; ;9; ;3;1;1;2;4;4;30;1.106797208
1;57;4;1; ; ; ;1;1; ;1;4;7;42;2.250839861
1;36;1;1;5;9;1;1;2;1;1;6;7;54;0.368932403
2;26;1;5; ;9;1;1;2; ;2;5;4;61;0.889934117
2;58;5;1;5; ;1;1; ;1;2;2;4;23;1.390571325
1;34;3;1; ; ;2; ;1;2;2;6;3;21;0.986296316
2;48;1;1;5;1; ;1; ;1;2;4;4;61;1.445554568
2;53;4;1;5; ; ;2;2;1;1;4;3;3;0.37033049
1;94;1;1;5;1; ; ;2;1;1;6;6;66;0.587746437
1;23;5;1; ;1;1;1;2;1;2;4;6;74;1.54266153
1;34;4;4;2;9;3;1;1;2;1;6;7;54;1.675437189
2;56;3;1;5;1;1;1;1;1;2;4;4;61;0.382338386
1;54;2;1; ;2;1;1;1;1;2;4;6;66;0.686200614
2;73;2;1;5;1;1;1;1;1;2;6;4;23;0.313345123
2;65;1;1;4;6;3;1;1;1;2;6;7;24;0.313345123
2;77;2;1;5; ;1;1;1;1;2;3;6;72;1.082464971
2;69;3;3; ;7; ;1;1;2;2;6;6;66;0.313345123
2;60;3;1;5;6;2;2;2;1;2;4;4;61;0.695285662
1;25;1;3; ;9;1;1;1;1;2;5;4;61;1.675437189
2;63;1;1; ;6;1;1;1;1;2;6;3;3;0.223520903
1;53;4;1;5;6; ;3;2;1;1;6;4;23;1.031747759
1;34;1;1;5;1;1;1;1;1;2;6;3;3;0.986296316
1;55;1;5; ;9;1;3;1;1;1;2;7;92;1.48809773
2;71;5;1;5;1; ;1;1;1; ;4;7;92;0.313345123
2;56;2;1;5;1;1; ; ;1;2;6;6;74;0.382338386
2;46;1;1;5;1;2;1;2;1;2;4;7;22;0.37033049
1;50; ;2; ; ; ;3;2; ;1;6;3;52;1.173764207
2;33;2;3;4;1;2;2;2;2;2;6;4;23;0.889934117
2;62;1;1;5;7; ;1;2;1;2;6;6;45;0.382338386
2;32;2;1;5;1;1;1;1;1;2;6;7;24;0.889934117
2;58;2;1;5;1;1;3;1;1;2;6;3;52;0.223520903
2;45;2;1;5;6;2;3;1;1; ;6;4;61;0.37033049
1;20;1;2; ;9; ; ;2;1;2;2;4;61;0.901863664
2;22;3;2; ;1; ;1;2;1;2;5;4;23;0.714184986
1;40;2;1;5;1; ;1;2;1;2;4;7;17;1.660195812
1;31;1;1;4;9;2; ;2;2;1;6;4;61;0.739722237
2;53;5;1; ; ;1;3;2;1;1;3;6;72;0.633460048
1;64;4;1; ;2;2; ; ;2;2;6;6;74;2.250839861
2;36;3;3; ;9;1;1;2;1; ;4;7;42;0.73300377
2;39;1;1;4;2; ;2;1;2;1;6;7;24;0.578302096
1;28;3;2;5;9;2;3;2;2;1;6;4;23;0.422698421
1;53;5;1; ; ; ;3; ;1;1;6;4;23;0.38690541
2;21;2;1;1;1;1;1;1; ;2;5;3;21;1.428369972
2;56;2;1;2;2;1;1;1;1;2;4;7;22;0.382338386
1;41;1;1;5;3;1; ;1;1;1;6;7;38;0.836946907
2;26;5;1;5;1;1;1; ;1;1;2;6;74;1.417020657
2;53;5;3; ;9;1;1;1;1;2;4;4;61;1.445554568
1;36;1;1;4;1;1;1;2;1;2;6;6;74;0.332039162
1;21;3;1;1;3;2;2;2; ;1;5;6;72;0.617587575
2;61;1;1;5;1; ;3;2;1;2;2;4;23;0.382338386
1;71;4;1;4; ;2; ;2;1;1;6;4;61;0.274377943
2;72;3;1;5;1;1;1;2;1;2;6;4;61;0.541232486
1;42;1;1;5;1;1;1;1;1;2;6;3;13;0.711512491
2;54;3;1;2;2;1;1;1;1;2;4;7;22;2.188316531
1;18;1;1; ;9;1;1;2;1;2;2;4;34;1.111657635
2;36;2;1;5;1;1;1;1;1; ;6;4;61;0.428525281
1;32;2;1;5;3;1;1;1;1;2;6;6;45;0.739722237
1;35;1;1;5;2;1; ;1;1;2;6;6;45;1.106797208
2;55;5;1;2;2;2;2;2;1;1;6;3;58;0.382338386
1;58;3;5; ;9;1; ;2;1;2;2;7;24;0.651558907
2;21;1;1;5;9;1;1;1;1; ;2;7;17;1.428369972
2;28;5;4; ;9; ;3;2;2;2;2;4;61;1.417020657
1;27;4;3;4;9;2;1;2;2;1;5;4;23;0.462326398
2;58;1;2;5;9; ; ;2;1;2;6;3;56;1.390571325
2;78;3;1;2;2; ;3;2;1;2;2;7;55;0.313345123
2;43;2;1;5;1;1;1;2;1;2;4;7;22;0.722877619
2;44;2;1;5;1;1;1;2;1;2;4;4;23;1.445755239
2;31;2;2;5;1;1;1; ;1;1;6;6;66;0.708510328
2;41;5;1; ;9;3;1;1;1;1;4;6;66;1.590330763
1;54;2;1;5;1;1;2;1;1;2;4;6;72;0.290179057
1;62;2;1;5;1;1;1;1;1;2;6;6;72;0.496032577
2;77; ;1; ; ;1;3;2;1;2;1;4;23;1.082464971
1;40;1;1; ; ;2; ;1;1;1;6;7;55;0.830097906
1;25;3;1;5;9;1;1;2;1;2;4;4;34;0.739722237
2;61;5;1;5;2;1;1;1;1;2;2;7;24;1.320805335
2;75;2;3;5;9;1;1;2;1;2;1;7;22;1.082464971
2;25;5;1;2;2;2;1;1;2;1;6;4;34;1.062765493
1;54;3;1; ;5; ;1;2;1;1;6;4;34;0.77381082
2;55;4;1;5;9;3; ;2;2;2;4;7;24;1.320805335
1;25;1;1;1;1;1;1;1;1;1;4;4;30;1.675437189
1;18;1;1; ;9;1; ;1;1;2;5;4;55;2.779144087
2;46;2;1; ;1;1; ;1;1;2;2;6;72;1.445554568
1;61;2;2;1;3; ;1;1;1;2;3;3;63;0.651558907
1;24; ;4;5;9;1;1;1;1;2;2;4;23;1.389572044
2;72;1;1;5;1;1;1;1;1; ;4;4;23;0.738142977
1;75;2;1;5;1; ;1;1;1;2;6;4;23;1.517603116
2;35;1;1;5;1;1; ;2;1;2;6;7;4;0.73300377
2;48;2;1; ;1;1;1;2;1;2;4;3;3;0.29571845
1;49;2;1;5;1; ;1;1;1;2;4;3;3;0.586882104
1;25;2;1;5;9;1;1;1;1;2;6;4;23;1.479444474
2;30;1; ; ;9;3;1;2;1;2;6;6;66;0.944680438
1;68;1;1;3;6;2;2;1;1;1;6;7;24;0.343605609
2;70;5;4;4; ; ; ;2; ;1;4;7;38;0.286366394
2;27;1;4;4;9;1;1;1; ;1;6;4;23;0.889934117
2;32;3;2;5;1;1; ;2;1;2;6;6;72;1.062765493
1;45;4;1; ;1; ;1;1;1;2;4;4;34;1.173764207
